"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",53.8095238095238,"Up",335900000,-226200000,109700000,-61900000,-55200000,-7500000,47800000,-3700000,-3700000,-4100000,4e+05,44100000,44100000,-12500000,1300000,32900000,32900000,32900000,32900000,207100000,207100000,189500000,189500000,183400000,45100000,36400000,625100000,675800000,1349100000,-673300000,295100000,40200000,104400000,64100000,59300000,27100000,970900000,1.596e+09,142300000,88500000,1.5e+07,38800000,55500000,55500000,296600000,231900000,126400000,61400000,15400000,49600000,358300000,654900000,941100000,1.596e+09,32900000,2.2e+07,4300000,-61100000,-1900000,-30400000,-30400000,-30400000,-2e+05,-30600000,-7900000,4700000,6600000,-2200000,1200000,-31300000,-31300000,-16900000,-48200000,69800000,330700000,-9200000,0.32659,0.1423,0.09795,0.03496,0.02061,-0.27964,2.10755,0.69589,0.20721,0.45886,0.44884,4.6848,-0.12831,0.11018,4,0.02918,-0.00658,0.24012,1.77077,2.58577
"22","2015_Q3",56.2834375,"Up",359700000,-241500000,118200000,-79100000,-60800000,-8100000,39100000,-3e+06,-3e+06,-3400000,4e+05,36100000,36100000,-9200000,9e+05,27800000,27800000,27800000,27800000,2.52e+08,2.52e+08,198800000,198800000,187200000,41900000,33700000,679900000,685400000,1380300000,-694900000,298400000,39400000,105300000,66500000,59800000,27400000,983800000,1663700000,162300000,91400000,18500000,52400000,56400000,56400000,313700000,231700000,128900000,6.3e+07,16100000,49800000,360600000,674300000,989400000,1663700000,27800000,22200000,14900000,12600000,77500000,-26700000,-26700000,-26700000,1200000,-25500000,-7900000,-5900000,1600000,1500000,-10700000,41300000,41300000,3600000,44900000,61300000,326700000,56400000,0.32861,0.1087,0.07729,0.0281,0.01671,2.02878,2.16736,0.68152,0.19637,0.38558,0.3772,4.9889,0.78225,0.10957,4,0.02471,0.03903,0.28417,1.2186,1.91049
"23","2015_Q4",58.2278125,"Up",344500000,-236200000,108300000,-111800000,-54600000,-8500000,-3500000,-3200000,-3200000,-3700000,5e+05,-6700000,-6700000,6600000,1600000,1500000,1500000,1500000,1500000,256800000,256800000,194600000,194600000,187700000,41800000,33500000,680900000,689500000,1398300000,-708800000,296100000,38600000,105700000,66900000,59200000,25700000,985600000,1666500000,168800000,93600000,1.9e+07,56200000,60100000,60100000,299900000,231500000,139800000,81500000,9400000,48900000,371300000,671200000,995300000,1666500000,1500000,22400000,51500000,-6600000,68800000,-29700000,-29700000,-29700000,2e+05,-29500000,-7900000,-25500000,1500000,1500000,-30400000,8900000,8900000,-4100000,4800000,18900000,302500000,-2.4e+07,0.31437,-0.01016,0.00435,0.00151,9e-04,-16,2.27042,0.67437,0.18152,0.02086,0.02033,4.79138,-0.3338,0.10987,5,0.00654,-0.01669,5.26667,2.41799,-13.05714
"24","2016_Q1",58.3603278688525,"Up",359700000,-240100000,119600000,-74400000,-62400000,-1e+07,45200000,-2600000,-2600000,-2900000,3e+05,42600000,42600000,-11200000,2e+06,33400000,33400000,33400000,33400000,274600000,274600000,181400000,181400000,181100000,36600000,36600000,673700000,7.21e+08,1440300000,-719300000,300400000,37600000,104600000,70500000,61300000,26400000,1021400000,1695100000,185600000,119800000,12800000,5.3e+07,59400000,59400000,314300000,228900000,1.28e+08,6.2e+07,12400000,53600000,356900000,671200000,1023900000,1695100000,33400000,23300000,-3.3e+07,44300000,6.8e+07,-44800000,-44800000,-44800000,2400000,-43900000,-8700000,-700000.000000007,3e+06,4800000,-1599999.99999999,22500000,22500000,-4700000,17800000,68500000,298200000,79200000,0.3325,0.12566,0.09286,0.03262,0.0197,2.37126,2.14349,0.65553,0.17592,0.46069,0.45074,4.96138,1.09241,0.12,7,0.02903,0.05462,0.26048,0.344530000000001,0.522120000000003
"25","2016_Q2",70.71109375,"Up",362100000,-238800000,123300000,-93300000,-58100000,-9400000,3e+07,-2200000,-2200000,-2500000,3e+05,27800000,27800000,-6900000,1200000,22100000,22100000,22100000,22100000,178100000,178100000,209600000,209600000,194100000,48900000,48900000,630700000,732500000,1482700000,-750200000,3.05e+08,25800000,105700000,87900000,61600000,2.4e+07,1037500000,1668200000,158500000,97500000,17900000,43100000,80100000,80100000,241100000,229500000,123600000,60500000,13500000,49600000,353100000,594200000,1.074e+09,1668200000,22100000,22300000,18600000,-6e+07,3e+06,-3.9e+07,-3.9e+07,-3.9e+07,4e+05,-38600000,-8700000,-6.8e+07,3500000,8100000,-65100000,-100700000,-100700000,4200000,-96500000,52300000,2.32e+08,-39800000,0.34051,0.08285,0.06103,0.02058,0.01325,-1.8009,2.61593,0.55326,0.13907,0.30483,0.29825,4.99448,-0.54897,0.12,6,0.02154,-0.02784,0.39367,1.03059,1.79667
"26","2016_Q3",77.2603125,"Up",3.88e+08,-254700000,133300000,-72100000,-62500000,-8800000,61200000,-1700000,-1700000,-2e+06,3e+05,59500000,59500000,-1.7e+07,2300000,44800000,44800000,44800000,44800000,202700000,202700000,2.19e+08,2.19e+08,197700000,39800000,39800000,659200000,741200000,1498800000,-757600000,304700000,24900000,104900000,74700000,77700000,22500000,1045900000,1705100000,171700000,107300000,9300000,55100000,65200000,65200000,239400000,228900000,127400000,61200000,14500000,51700000,356300000,595700000,1109400000,1705100000,44800000,22700000,9199999.99999999,-499999.999999985,76200000,-3.5e+07,-3.5e+07,-3.5e+07,8e+05,-42600000,-8800000,-600000.000000015,-999999.999999999,3e+06,-7400000,26200000,26200000,-1600000,24600000,83900000,231400000,65400000,0.34356,0.15773,0.11546,0.04038,0.02627,1.45982,2.75355,0.53696,0.13571,0.61119,0.59813,5.29332,0.89222,0.12005,8,0.03651,0.04454,0.19643,0.34207,0.46895
"27","2016_Q4",76.6622222222222,"Down",376700000,-255600000,121100000,-69800000,-58300000,-9e+06,51300000,-2e+06,-2e+06,-2200000,2e+05,49300000,49300000,-14400000,2700000,37600000,37600000,37600000,37600000,205900000,205900000,209500000,209500000,201100000,41600000,41600000,658100000,772700000,1551100000,-778400000,304500000,24400000,105200000,70700000,81400000,22800000,1077200000,1735300000,161100000,9.9e+07,3200000,58900000,73100000,73100000,236800000,228600000,127600000,62500000,15200000,49900000,356200000,5.93e+08,1142300000,1735300000,37600000,22900000,-1500000,9400000,68400000,-48700000,-48700000,-48700000,8e+05,-47900000,-8700000,-6e+05,-7500000,1800000,-1.5e+07,5500000,5500000,-2300000,3200000,74200000,231200000,49300000,0.32148,0.13618,0.09981,0.03292,0.02167,1.31117,2.77914,0.51913,0.13323,0.51366,0.50067,5.14617,0.6735,0.11885,8,0.03084,0.03284,0.23138,0.34097,0.49318
"28","2017_Q1",81.6495161290323,"Up",382300000,-258600000,123700000,-7.1e+07,-60700000,-9600000,52700000,5e+05,-1100000,-1400000,3e+05,53200000,53200000,-16100000,2e+06,39100000,39100000,39100000,39100000,2.03e+08,2.03e+08,200500000,200500000,199300000,39100000,39100000,641900000,778300000,1554700000,-776400000,296500000,23300000,1.03e+08,66200000,82700000,21300000,1074800000,1716700000,178100000,1.22e+08,4500000,51600000,60500000,60500000,2.41e+08,226200000,1.32e+08,75600000,9200000,47200000,358200000,599200000,1117500000,1716700000,39100000,22800000,17500000,-7600000,71800000,-47500000,-47500000,-47500000,8e+05,-46700000,-9600000,-600000.000000002,-21300000,5100000,-26400000,-1299999.99999999,-1299999.99999999,-1600000,-2900000.00000001,75500000,228600000,36500000,0.32357,0.13785,0.10228,0.03499,0.02278,0.9335,2.66349,0.5362,0.13316,0.53342,0.52203,5.21555,0.49795,0.13097,7,0.03295,0.02469,0.24552,0.33907,0.48577
"29","2017_Q2",89.9588888888889,"Up",387700000,-253500000,134200000,-73700000,-62500000,-10300000,60500000,-1e+06,-1800000,-2100000,3e+05,59500000,59500000,-2200000,3600000,60900000,60900000,60900000,60900000,169400000,169400000,224800000,224800000,212300000,46100000,46100000,652600000,782800000,1583600000,-800800000,298100000,23100000,103500000,68700000,81300000,21500000,1080900000,1733500000,156200000,106100000,6200000,43900000,65900000,65900000,256500000,194200000,114200000,57100000,9800000,47300000,308400000,564900000,1168600000,1733500000,60900000,23300000,3e+05,-63800000,20700000,-37500000,-37500000,-37500000,2800000,-34700000,-9500000,-6e+05,-8800000,-2900000,-21800000,-35800000,-35800000,2200000,-33600000,83800000,228600000,-15300000,0.34614,0.15605,0.15708,0.05211,0.03513,-0.25123,2.54425,0.4834,0.13187,0.83083,0.81308,5.28922,-0.20873,0.1296,6,0.04658,-0.01012,0.15599,0.70644,0.97851
"30","2017_Q3",88.6180952380952,"Down",397600000,-272600000,1.25e+08,-8.3e+07,-61300000,-1e+07,4.2e+07,-1300000,-1900000,-2200000,3e+05,40700000,40700000,-2900000,1e+06,38800000,38800000,38800000,38800000,226600000,226600000,242400000,242400000,211300000,37500000,37500000,717800000,811800000,1646700000,-834900000,313400000,22900000,105800000,85100000,83600000,1.6e+07,1125200000,1.843e+09,181400000,130900000,2400000,48100000,73800000,73800000,2.89e+08,195700000,115900000,60100000,9200000,46600000,311600000,600600000,1242400000,1.843e+09,38800000,23500000,16200000,6799999.99999997,85300000,-29500000,-29500000,-29500000,-6e+06,-35500000,-9600000,-6e+05,11400000,1100000,2300000,52100000,52100000,5100000,57200000,65500000,229500000,45700000,0.31439,0.10563,0.09759,0.03123,0.02105,1.17784,2.48374,0.48342,0.12453,0.52503,0.50719,5.38024,0.6184,0.12991,4,0.03048,0.02878,0.24742,0.0442700000000001,0.06905
"31","2017_Q4",96.1649206349206,"Up",398200000,-273100000,125100000,-62200000,-62600000,-9100000,62900000,0,-1100000,-1400000,3e+05,62900000,62900000,-1.4e+07,2100000,5.1e+07,5.1e+07,5.1e+07,5.1e+07,269300000,269300000,251800000,251800000,215800000,4e+07,4e+07,776900000,835400000,1701200000,-865800000,318100000,22500000,107100000,87200000,84600000,16700000,1153500000,1930400000,192200000,121900000,7400000,62900000,74600000,74600000,3e+08,196600000,116900000,6.2e+07,8900000,4.6e+07,313500000,613500000,1316900000,1930400000,5.1e+07,2.5e+07,5e+06,-5200000,75800000,-34300000,-34300000,-34300000,299999.999999999,-3.4e+07,-9600000,-6e+05,6500000,7e+05,-3e+06,38800000,38800000,3900000,42700000,87900000,229800000,62400000,0.31416,0.15796,0.12808,0.03873,0.02642,1.22353,2.58967,0.46587,0.11904,0.68733,0.67105,5.36658,0.84097,0.12938,5,0.03643,0.03751,0.18824,-0.44937,-0.62798
"32","2018_Q1",91.8822950819672,"Down",415600000,-2.87e+08,128600000,-68200000,-59600000,-9700000,60400000,-1100000,-1700000,-2100000,4e+05,59300000,59300000,-61800000,2500000,7.45058059692383e-09,7.45058059692383e-09,7.45058059692383e-09,7.45058059692383e-09,235900000,235900000,253200000,253200000,215200000,39200000,39200000,743500000,8.55e+08,1745800000,-890800000,264300000,21700000,107700000,25700000,85800000,23400000,1119300000,1862800000,200300000,138100000,6e+06,56200000,79200000,79200000,279500000,1.97e+08,106400000,53400000,10400000,42600000,303400000,582900000,1279900000,1862800000,7.45058059692383e-09,24900000,35800000,20800000,81500000,-29500000,-29500000,-29500000,1e+05,-29400000,-10400000,-33100000,-83500000,40500000,-86500000,-34400000,-34400000,1e+06,-33400000,85300000,1.97e+08,138400000,0.30943,0.14533,2.77555756156289e-17,0,3.46944695195361e-18,0.874986814262083,2.66011,0.45543,0.10575,0,-1.11022302462516e-16,5.60108,1.86523,0.14016,4,0.00657,0.08741,0.204655759516009,-0.45604,-0.64404
"33","2018_Q2",90.55125,"Down",415700000,-281300000,134400000,-8.1e+07,-68300000,-9600000,53400000,3e+05,-1300000,-1900000,6e+05,53700000,53700000,-12500000,2400000,43600000,43600000,43600000,43600000,199800000,199800000,290400000,290400000,215700000,37600000,37600000,743500000,857800000,1775300000,-917500000,268300000,22800000,108800000,24900000,89900000,21900000,1126100000,1869600000,191500000,127600000,13300000,50600000,71900000,71900000,263400000,1.98e+08,102900000,5.5e+07,12300000,35600000,300900000,564300000,1305300000,1869600000,43600000,26400000,6e+05,-25600000,4.5e+07,-2.8e+07,-2.8e+07,-2.8e+07,-7e+05,-28700000,-10400000,-45531956.4803665,-47900000,1400000,-56900000,-40600000,-40600000,4500000,-36100000,79800000,1.98e+08,38700000,0.32331,0.12846,0.10488,0.0334,0.02332,0.88761,2.8227,0.43231,0.10591,0.58999,0.57748,5.62517,0.52368,0.14073,6,0.03362,0.02409,0.23853,-0.02256,-0.03371
"34","2018_Q3",110.478095238095,"Up",447500000,-305300000,142200000,-81900000,-7e+07,-10800000,60300000,-2e+05,-1900000,-2200000,3e+05,60100000,60100000,-5999999.99999999,2e+06,56100000,56100000,56100000,56100000,225500000,225500000,296700000,296700000,208200000,36500000,36500000,766900000,826700000,1.737e+09,-910300000,280100000,21700000,106600000,38500000,91800000,21500000,1106800000,1873700000,199200000,126200000,17900000,55100000,88400000,88400000,287600000,196400000,107800000,53600000,11800000,42400000,304200000,591800000,1281900000,1873700000,56100000,25500000,5299999.99999999,-4900000.00000001,8.2e+07,-20200000,-20200000,-20200000,3200000,-1.7e+07,-10300000,-33801767.8914268,-22900000,7500000,-25700000,39300000,39300000,-13600000,25700000,85800000,196400000,66700000,0.31777,0.13475,0.12536,0.04376,0.02994,1.18895,2.66655,0.46166,0.10482,0.76119,0.749,6.07191,0.90502,0.13976,9,0.04186,0.04205,0.1836,-0.33916,-0.48259
"35","2018_Q4",107.018412698413,"Down",431700000,-296100000,135600000,-74800000,-64900000,-10100000,60800000,3e+05,-1500000,-2e+06,5e+05,61100000,61100000,-8e+06,2100000,55200000,55200000,55200000,55200000,297300000,297300000,302900000,302900000,206800000,43100000,43100000,850100000,8.22e+08,1745800000,-923800000,2.74e+08,2.1e+07,106300000,34500000,90500000,21700000,1.096e+09,1946100000,210200000,125200000,17700000,67300000,78600000,78600000,288800000,196200000,109300000,53800000,11700000,43800000,305500000,594300000,1351800000,1946100000,55200000,26200000,5100000,1900000,88400000,-26500000,-26500000,-26500000,4.65661287307739e-10,-26500000,-10300000,-13470695.3567736,0,20400000,10100000,7.2e+07,7.2e+07,-2e+05,71800000,8.7e+07,196200000,70400000,0.31411,0.14084,0.12787,0.04083,0.02836,1.27536,2.94356,0.43964,0.10082,0.74696,0.7321,5.84168,0.95264,0.13938,8,0.03952,0.04248,0.18659,-1.16207,-1.66283
"36","2019_Q1",102.743442622951,"Down",422500000,-289300000,133200000,-67400000,-59700000,-9800000,65800000,0,-1600000,-2300000,7e+05,65800000,65800000,-14900000,1100000,5.2e+07,5.2e+07,5.2e+07,5.2e+07,337400000,337400000,288200000,288200000,214500000,54300000,54300000,894400000,8.22e+08,1752700000,-930700000,262500000,20300000,105800000,24700000,91200000,20500000,1084500000,1978900000,204700000,130400000,9800000,64500000,78900000,78900000,283700000,1.96e+08,102900000,56200000,13100000,33600000,298900000,582600000,1396300000,1978900000,5.2e+07,26300000,-5400000,3e+05,73200000,-3e+07,-3e+07,-3e+07,1400000,-28600000,-11100000,-99999.9999999702,0,3e+06,-8200000,36400000,36400000,3700000,40100000,92100000,196100000,77300000,0.31527,0.15574,0.12308,0.03724,0.02628,1.48654,3.15263,0.41725,0.0991,0.70365,0.68966,5.71719,1.04601,0.1502,8,0.03722,0.0456,0.21346,-1.5342,-2.14742
"37","2019_Q2",116.754603174603,"Up",443500000,-296700000,146800000,-76100000,-68600000,-9800000,70700000,-8e+05,-1400000,-2300000,9e+05,69900000,69900000,-16100000,1600000,55400000,55400000,55400000,55400000,265500000,265500000,318200000,318200000,226100000,57800000,57800000,867600000,814700000,1759900000,-945200000,353900000,19500000,105200000,32700000,94900000,101600000,1168600000,2036200000,208500000,137700000,17300000,53500000,92600000,92600000,301100000,195500000,170100000,54300000,14300000,101500000,365600000,666700000,1369500000,2036200000,55400000,25500000,5500000,-38800000,47600000,-28800000,-28800000,-28800000,99999.9999999998,-28700000,-11100000,0,-83100000,3700000,-90500000,-71600000,-71600000,-3e+05,-71900000,96200000,195500000,44700000,0.331,0.15941,0.12492,0.04045,0.02721,0.80686,2.88143,0.48682,0.09601,0.74764,0.73572,5.98516,0.60324,0.1498,7,0.03833,0.02576,0.20036,-0.72765,-0.9901
"38","2019_Q3",136.3515625,"Up",469700000,-311800000,157900000,-77400000,-70300000,-9600000,80500000,-9e+05,-1400000,-2e+06,6e+05,79600000,79600000,-15500000,2e+06,66100000,66100000,66100000,66100000,326700000,326700000,330800000,330800000,232300000,54500000,54500000,944300000,822900000,1786800000,-963900000,3.56e+08,29700000,108200000,27900000,95400000,94800000,1178900000,2123200000,216500000,152100000,5400000,5.9e+07,96700000,96700000,313200000,1.96e+08,168900000,53600000,13500000,101800000,364900000,678100000,1445100000,2123200000,66100000,26300000,6700000,6e+06,105100000,-28300000,-28300000,-28300000,1e+05,-47100000,-11100000,9.31322574615479e-10,1.49011611938477e-08,14200000,3099999.99999999,61100000,61100000,100000.000000001,61200000,106800000,1.96e+08,1e+08,0.33617,0.17139,0.14073,0.04574,0.03113,1.51286,3.01501,0.46924,0.09231,0.89688,0.87782,6.37313,1.35685,0.15061,7,0.04265,0.05525,0.16793,-1.22378,-1.6236
"39","2019_Q4",144.35453125,"Up",456100000,-308300000,147800000,-80500000,-64800000,-9300000,67300000,-2400000,-1100000,-2100000,1e+06,64900000,64900000,-10900000,2300000,56300000,56300000,56300000,56300000,3.96e+08,3.96e+08,316100000,316100000,230400000,61600000,61600000,1004100000,812100000,1779800000,-967700000,357800000,28700000,106600000,33800000,97400000,91300000,1169900000,2.174e+09,2.37e+08,145300000,19100000,72600000,9.8e+07,9.8e+07,3.35e+08,195100000,156300000,46800000,10300000,99200000,351400000,686400000,1487600000,2.174e+09,56300000,25300000,1e+07,16500000,108100000,-31700000,-31700000,-31700000,1e+05,-31600000,-11100000,0,0,10700000,-4e+05,76100000,76100000,-6800000,69300000,92600000,195100000,88300000,0.32405,0.14756,0.12344,0.03785,0.0259,1.56838,2.99731,0.46141,0.08974,0.76081,0.74668,6.16351,1.19324,0.15,6,0.03665,0.04802,0.19716,-2.16955,-2.98514
"40","2020_Q1",152.77064516129,"Up",470600000,-317400000,153200000,-75100000,-6.9e+07,-10200000,78100000,-7e+05,-8e+05,-2100000,1300000,77400000,77400000,-16500000,3e+06,63900000,63900000,63900000,63900000,439100000,439100000,319300000,319300000,235700000,64600000,64600000,1058700000,839300000,1820100000,-980800000,443400000,29800000,107800000,1.4e+07,192700000,99100000,1282700000,2341400000,236200000,156800000,6400000,7.3e+07,103100000,103100000,341600000,2.55e+08,171600000,52500000,15500000,85800000,426600000,768200000,1573200000,2341400000,63900000,26300000,14300000,1900001,106400001,-37600000,-37600000,-37600000,2100000,-120600000,-11800000,62100000,0,7e+05,5.1e+07,36800001,36800001,6300000,43100001,104400000,257300000,85200001,0.32554,0.16596,0.13578,0.04062,0.02729,1.33333,3.09924,0.4883,0.10989,0.86351,0.84748,6.35946,1.15135,0.15946,5,0.03781,0.04256,0.18466,-1.74138,-2.32778
"41","2020_Q2",195.209206349206,"Up",491500000,-324500000,1.67e+08,-7.9e+07,-71800000,-10700000,8.8e+07,-1500000,-1200000,-2e+06,8e+05,86500000,86500000,-1.5e+07,2800000,74300000,74300000,74300000,74300000,335300000,335300000,3.33e+08,3.33e+08,2.51e+08,58200000,58200000,977500000,828300000,1816900000,-988600000,440700000,28100000,106900000,12300000,197700000,95700000,1.269e+09,2246500000,2.33e+08,157900000,13900000,61200000,109100000,109100000,344400000,254400000,157500000,50700000,5600000,101200000,411900000,756300000,1490200000,2246500000,74300000,2.6e+07,2400000,-45600000,57100000,-32100000,-32100000,-32100000,2e+05,-31900000,-11800000,-6e+05,-115500000,7600000,-120300000,-95100000,-95100000,-8700000,-103800000,1.14e+08,256700000,51300000,0.33978,0.17904,0.15117,0.04986,0.03307,0.69044,2.83827,0.50752,0.11427,1.00541,0.98411,6.65088,0.69418,0.15968,5,0.04521,0.02694,0.15882,-0.68947,-0.89318
"42","2020_Q3",263.08609375,"Up",527200000,-332100000,195100000,-91500000,-77700000,-10800000,103600000,-1600000,-1800000,-2e+06,2e+05,1.02e+08,1.02e+08,-1.6e+07,5200000,91200000,91200000,91200000,91200000,445900000,445900000,340600000,340600000,274800000,49300000,49300000,1110600000,839800000,1858100000,-1018300000,441900000,31200000,107600000,13700000,199600000,89800000,1281700000,2392300000,261200000,162300000,29200000,69700000,111700000,111700000,375200000,253900000,156900000,52600000,892935.545582376,104300000,410800000,7.86e+08,1606300000,2392300000,91200000,26200000,12400000,18300000,148100000,-40900000,-37100000,-37100000,0,-40900000,-11800000,-499999.999999993,0,11400000,-9e+05,106300000,106300000,4300000,110600000,129800000,256200000,123200000,0.37007,0.19651,0.17299,0.05678,0.03812,1.35088,2.96002,0.48932,0.10709,1.2341,1.20795,7.13396,1.66712,0.15968,5,0.05101,0.06101,0.12939,-1.46148,-1.83108
"43","2020_Q4",279.10578125,"Up",5.48e+08,-353400000,194600000,-95400000,-76200000,-12500000,99200000,-1500000,-1900000,-2100000,2e+05,97700000,97700000,-21100000,5700000,82300000,82300000,82300000,82300000,519400000,519400000,3.73e+08,3.73e+08,294900000,5.1e+07,5.1e+07,1238300000,883400000,1939100000,-1055700000,461100000,30600000,109300000,22300000,209600000,89300000,1344500000,2582800000,306600000,180300000,30200000,96100000,138800000,138800000,447700000,253400000,162800000,51600000,4500000,106700000,416200000,863900000,1718900000,2582800000,82300000,28400000,6e+06,1900000,118600000,-47500000,-47500000,-47500000,-1600000,-49100000,-11900000,-6e+05,0,5300000,-7200000,62300000,62300000,11200000,73500000,127600000,255700000,103100000,0.35511,0.18102,0.15018,0.04788,0.03186,1.25273,2.76591,0.50259,0.099,1.11367,1.08862,7.41543,1.39513,0.16103,6,0.04407,0.04824,0.14459,-2.06661,-2.65827
"44","2021_Q1",284.86393442623,"Up",580200000,-369100000,211100000,-9.5e+07,-76300000,-12900000,116100000,-999999,-1899999,-2099999,2e+05,115100001,115100001,-20400000,3700000,98400001,98400001,98400001,98400001,615500000,615500000,385300000,385300000,321300000,51600000,51600000,1373700000,943200000,2035500000,-1092300000,476900000,30500000,111100000,1.6e+07,214700000,104600000,1420100000,2793800000,345100000,213100000,2.6e+07,1.06e+08,1.56e+08,1.56e+08,503400000,252900000,1.83e+08,57500000,10400000,92200000,435900000,939300000,1854500000,2793800000,98400000,28500000,6700000,15100000,148700000,-53900000,-57700000,-57700000,-3700000,-57600000,-12600000,-6e+05,0,4500000,-8700000,82400000,82400000,13700000,96100000,144600000,255200000,126200000,0.36384,0.2001,0.1696,0.05306,0.03522,1.28252,2.72884,0.5065,0.09135,1.33153,1.28796,7.85115,1.70771,0.1705,7,0.04841,0.05504,0.12805,-2.4917,-3.10336
"45","2021_Q2",329.040158730159,"Up",670700000,-398800000,271900000,-92400000,-80200000,-12200000,179500000,-4600000,-1800000,-1900000,1e+05,174900000,174900000,-28700000,5e+06,151200000,151200000,151200000,151200000,483700000,483700000,465700000,465700000,310200000,67400000,67400000,1.327e+09,930800000,2028600000,-1097800000,481900000,28700000,109500000,27900000,211900000,103900000,1412700000,2739700000,323900000,204300000,49700000,69900000,156600000,156600000,482800000,252300000,175600000,55200000,12200000,85700000,427900000,910700000,1.829e+09,2739700000,151200000,29100000,3300000,-94900000,88700000,-54700000,-54700000,-54700000,2e+05,-54500000,-12600000,-6e+05,-137100000,-6100000,-156400000,-122200000,-122200000,-9600000,-131800000,208600000,254600000,87700000,0.4054,0.26763,0.22544,0.08267,0.05519,0.58003,2.74855,0.49792,0.09293,2.04601,1.99472,9.07578,1.18674,0.1705,6,0.0725,0.03882,0.08333,-1.09827,-1.27632
"46","2021_Q3",420.01453125,"Up",723600000,-408500000,315100000,-106500000,-92700000,-13800000,208600000,2400000,-1700000,-1900000,2e+05,2.11e+08,2.11e+08,-32300000,8600000,187300000,187300000,187300000,187300000,576200000,576200000,480500000,480500000,345200000,75100000,75100000,1.477e+09,973100000,2098400000,-1125300000,483400000,27800000,1.1e+08,28800000,211700000,105100000,1456500000,2933500000,310500000,205100000,17700000,87700000,159800000,159800000,472600000,251800000,176500000,5.4e+07,12200000,85600000,428300000,900900000,2032600001,2933500001,187300000,28800000,1900000,-73600000,144400000,-56900000,-56900000,-56900000,1e+06,-55900000,-12600000,-5e+05,0,13400000,3e+05,88800000,88800000,3700000,92500000,237400000,254100000,139200000,0.43546,0.28828,0.25884,0.09215,0.06385,0.74319,3.12526,0.44323,0.08662,2.53451,2.47098,9.79161,1.88363,0.1705,7,0.08115,0.05651,0.06727,-1.35678,-1.5441
"47","2021_Q4",429.01390625,"Up",706500000,-418300000,288200000,-1.05e+08,-91900000,-13100000,183200000,-2100000,-1400000,-1800000,4e+05,181100000,181100000,-1.2e+07,6500000,175600000,175600000,175600000,175600000,6.88e+08,6.88e+08,476400000,476400000,353800000,80100000,80100000,1598300000,1006500000,2146100000,-1139600000,537800000,26100000,108900000,8e+07,215700000,107100000,1544300000,3142600000,361200000,207700000,39500000,1.14e+08,153200000,153200000,558600000,209900000,171800000,52100000,11600000,81200000,381700000,940300000,2202300000,3142600000,175600000,3e+07,4500000,-2e+07,190100000,-65300000,-60870961.2985691,-60870961.2985691,0,-65300000,-12600000,0,0,6800000,-5800000,1.19e+08,1.19e+08,-7200000,111800000,213200000,254100000,139900000,0.40793,0.25931,0.24855,0.07973,0.05588,0.7967,2.86126,0.42696,0.08086,2.37297,2.31662,9.5473,1.89054,0.17027,8,0.07161,0.05323,0.07175,-2.03518,-2.36845
