"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","notes_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",3.32761904761905,"Down",375900000,-129699999,246200001,-242900000,-242900000,3300001,-7600000,-9700000,-10200000,5e+05,2100000,-4299999,-4e+06,-8299999,5e+05,-7799999,-7799999,-7799999,-7799999,174500000,174500000,216400000,97500000,118900000,2.26e+08,20700000,20700000,637600000,241600000,13100000,402900000,53600000,169200000,158600000,657600000,1295200000,440200000,80400000,359800000,389700000,829900000,601800000,227500000,227500000,829300000,1659200000,217500000,-916400000,1054700000,-719800000,-3.64e+08,-3.64e+08,1295200000,-7800000,-7800000.00000001,11700000,-1700000,-49200000,-4.7e+07,-7699999,-7699999,120700000,1861282.37125946,1.19e+08,64300001,64300001,-12400000,51900001,15000001,991500000,-42399997.9999999,0.65496,0.00878,-0.02075,0.02143,-0.00602,5.4359,0.76829,-4.55824,0.76552,-0.15951,-0.15951,7.68712,-7.44376,-0.86708,-0.00912,-0.04959,54.46666,247.57568
"42","2020_Q3",15.19671875,"Up",397400000,-133500001,263899999,-208100000,-208100000,55799999,-3900000,-11900000,-12100000,2e+05,8e+06,51899999,30700000,82599999,-18800000,63799999,63799999,63799999,63799999,1.2e+08,1.2e+08,156200000,117200000,3.9e+07,216100000,21300000,21300000,513600000,242100000,13900000,424700000,5.6e+07,187800000,158300000,680700000,1194300000,442900000,92600000,350300000,801500000,1244400000,2100000,230100000,230100000,232200000,1476600000,215800000,-909600000,1.115e+09,-703500000,-282300000,-282300000,1194300000,63800000,63800000,10900000,-45700000,63300000,92300000.0000001,9499999,9499999,-159600000,2320012.1462624,-159900000,-58100001,-58100001,3800000,-54300001,66699999,803600000,158299998,0.66407,0.14041,0.16054,-0.226,0.05342,2.48119,0.41273,-5.23061,0.67286,1.29939,1.28889,8.09369,-5.74949,3.22403,0.08491,0.21067,10.24888,12.2509
"43","2020_Q4",29.494375,"Up",336200000,-98900000,237300000,-187300000,-157700000,5e+07,-7300000,-7900000,-8200000,3e+05,6e+05,42700000,4700000,47400000,-20400000,2.7e+07,34400000,34400000,34400000,148800000,148800000,156900000,1.29e+08,27900000,217200000,28700000,28700000,551600000,208500000,10100000,421200000,57800000,184200000,156400000,639800000,1191400000,441200000,96300000,344900000,765900000,1207100000,2199999.99999994,226100000,226100000,228300000,1435400000,217300000,-905600000,1146600000,-702300000,-2.44e+08,-2.44e+08,1191400000,2.7e+07,34400000,8500000,43399999,-11800000,67099999,-5900001,-6400001,-2.5e+07,1868735.84813414,-25200000,35499998,35499998,2100000,37599998,58500000,768100000,61199999,0.70583,0.14872,0.10232,-0.14098,0.02887,1.77907,0.45696,-5.88279,0.6447,0.70204,0.61319,6.86122,-4.97959,1.24898,0.04585,0.08158,10.58632,12.386
"44","2021_Q1",31.1303278688525,"Up",448300000,-142700000,305600000,-202100000,-231700000,103500000,-6300000,-7600000,-8100000,5e+05,1300000,97200000,-12200000,8.5e+07,-57100000,27900000,21800000,21800000,21800000,134100000,134100000,119300000,95900000,23400000,2.11e+08,81700000,27900000,546100000,188700000,12400000,472700000,5.4e+07,172200000,246500000,673800000,1219900000,435600000,116300000,319300000,424700000,909700000,258600000,256299999,256299999,514899999,1424599999,216100000,-896500000,1161600000,-685900000,-204700000,-204700000,1219899999,27900000,21800000,9900000,-18399999,34800000,54200001,35600001,35600001,-8.3e+07,2e+05,-102900000,-13099998,-13099998,2300000,-10799998,113400000,683300000,240900001,0.68169,0.23087,0.04863,-0.1065,0.01787,11.05046,0.60031,-6.95945,0.56013,0.4413,0.39854,9.0749,-4.14372,4.87652,0.02966,0.3278,4.84303,5.30628
"45","2021_Q2",25.3590476190476,"Down",413900000,-120300000,293600000,-221200000,-221200000,72400000,-10200000,-11500000,-11800000,3e+05,1300000,62200000,2500000,64700000,-20700000,4.4e+07,45300000,45300000,45300000,154800000,154800000,147100000,110100000,3.7e+07,262100000,28400000,28400000,592400000,194700000,9300000,430500000,54100000,172400000,2.04e+08,634500000,1226900000,457500000,1.1e+08,347500000,452500000,9.1e+08,227500000,242700000,242700000,470200000,1380200000,215900000,-877400000,1188800000,-680600000,-153300000,-153300000,1226900000,4.4e+07,45300000,9800000,-1100000,-64300000,-11600000,2500000,3.1e+07,-1900000,5e+05,-3100000,16300000,16300000,-4099999,12200001,82200000,6.8e+08,41100000,0.70935,0.17492,0.10945,-0.2955,0.03692,0.907279999999998,0.65099,-9.00326,0.55424,0.917,0.84831,8.37854,-3.10324,0.831980000000001,0.05888,0.0534200000000001,6.38929,7.25414
"46","2021_Q3",22.40640625,"Down",416600000,-130700000,285900000,-208800000,-208800000,77100000,-10300000,-9400000,-9700000,3e+05,-9e+05,66800000,-11100000,55700000,-23800000,31900000,35600000,35600000,35600000,107300000,107300000,1.55e+08,1.08e+08,4.7e+07,282800000,25500000,25500000,570600000,195100000,7700000,4.21e+08,53800000,170800000,196400000,623800000,1194400000,442600000,115400000,327200000,469600000,912200000,165500000,229500000,229500000,3.95e+08,1307200000,216800000,-855300000,1202100000,-676400000,-112800000,-112800000,1194400000,31900000,35600000,9800000,20500001,-46900000,15300001,-9100000,-9400000,-50400000,9.31322574615479e-10,-52600000,-46699999,-46699999,-1300001,-4.8e+07,86900000,635100000,54700000,0.68627,0.18507,0.08545,-0.3156,0.02981,1.53652,0.62552,-11.58865,0.53173,0.72065,0.66667,8.4332,-2.2834,1.10729,0.04735,0.07276,6.07365,6.84565
"47","2021_Q4",18.60671875,"Down",376900000,-1.29e+08,247900000,-190800000,-190700000,57100000,-9100000,-7900000,-8200000,3e+05,-1200000,4.8e+07,-11437305.5197309,4.8e+07,12400000,60400000,-86100000,-86100000,-86100000,123800000,123800000,130800000,9.3e+07,37800000,265300000,39400000,30300000,559300000,166800000,6700000,474900000,51700000,212400000,210800000,648400000,1207700000,379900000,102100000,277800000,512400000,1020900000,1.66e+08,244100000,244100000,410100000,1.431e+09,219100000,-880100000,1115800000,-678100000,-223300000,-223300000,1207700000,65500000,-80900000,9600000,-2300001.00000001,-67700000,5099999,-4400000,-32600000,44500000,-2.5e+07,18300000,-9200001,-9200001,5400000,-3800001,66700000,678400000,-17800000,0.65773,0.1515,-0.22844,0.38558,-0.07129,0.206739999999997,0.54785,-6.40842,0.56173,-1.73939,-1.62147,7.61414,-4.51111,-0.3596,-0.12314,-0.02546,8.31484,9.71278
"48","2022_Q1",17.0485483870968,"Down",394900000,-1.54e+08,240900000,-206400000,-206500000,34500000,-2800000,-5300000,-5500000,2e+05,2500000,31700000,-1900000.99999999,29799999,-10500000,19299999,23799999,23799999,23799999,267200000,267200000,118100000,118100000,30869690.2052602,232200000,225600000,22800000,843100000,160900000,7700000,243700000,42700000,242499712.953585,2.01e+08,412300000,1255400000,411200000,123300000,287900000,8900000,555900000,700500000,206100000,206100000,906600000,1462500000,217500000,-876100000,1139400000,-687900000,-207100000,-207100000,1255400000,14200000,18600000,10500000,13600001,64300000,102600001,29200000,52700000,2.6e+07,-7.45058059692383e-09,18200000,173500001,173500001,-10600000,162900001,4.5e+07,709400000,1.49e+08,0.61003,0.08736,0.06027,-0.11492,0.01896,6.2605,1.51664,-7.06181,0.56508,0.48473,0.45857,8.04277,-4.21792,3.03462,0.0336,0.21033,9.82667,12.81739
"49","2022_Q2",11.1641935483871,"Down",348100000,-126100000,2.22e+08,-203400000,-203400000,18600000,-8200000,-3900000,-4600000,7e+05,-4300000,10400000,-1100000,9300000,-6800000,2500000,-1e+05,-1e+05,-1e+05,245600000,245600000,117700000,86500000,31200000,246200000,30300000,22500000,639800000,159300000,4900000,439400000,42200000,198100000,199100000,603600000,1243400000,365400000,105300000,260100000,10600000,508100000,799200000,202200000,202200000,1001400000,1509500000,1.98e+08,-915500000,1125300000,-673900000,-266100000,-266100000,1243400000,2500000,-1e+05,10700000,11300000,-65800000,-41300000,-5500000,-5500000,104700000,-7.5e+07,28900000,-17900000,-17900000,-2900000,-20800000,29300000,809800000,-35200000,0.63775,0.05343,-0.00029,0.000380000000000019,-8.00000000000002e-05,352,1.2592,-5.67268,0.65128,-0.00204,-0.00191,7.11861,-5.44172,-0.719839999999999,-0.000129999999999998,-0.0471899999999999,19.25597,30.33333
"50","2022_Q3",8.99,"Down",340400000,-119700000,220700000,-186900000,-186900000,33800000,-5500000,-4800000,-6e+06,1200000,-7e+05,28300000,-9e+06,19300000,-14800000,4500000,1199999.99999999,1199999.99999999,1199999.99999999,118800000,118800000,119100000,81300000,37800000,244100000,225300000,25400000,707300000,153200000,4500000,240900000,40300000,22425861.1392439,200600000,398600000,1105900000,358599999,97200000,261399999,12400000,387699999,688200000,189100000,189100000,877300000,1264999999,209300000,-914800000,1116600000,-570200000,-159100000,-159100000,1105899999,4500000,1200000,9e+06,9900000,-4.1e+07,-17600000,-8900000,-5600000,-1.01e+08,-1.49011611938477e-08,-102100000,-125300000,-125300000,-1e+06,-126300000,42800000,700600000,7700000,0.64835,0.09929,0.00352999999999999,-0.00754,0.00109,6.41667,1.82435,-7.95097,0.63351,0.02637,0.0248400000000001,7.48132,-3.4967,0.16923,0.00164,0.01054,13.59346,17.21302
