"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2015_Q4",41.199375,"Down",1314726000,-514583000,800143000,-381666000,-344174000,-37492000,418477000,-1467000,-116000,-1163000,417010000,417010000,-113335000,303675000,303675000,303675000,303675000,949846000,949846000,364070000,364070000,537501000,131902000,110347000,1983319000,532304000,114965000,63644000,14005000,3740000,33576000,647269000,2630588000,361322000,175197000,29757000,156368000,361322000,117781000,145000,117636000,117781000,479103000,610938000,1986119000,-39870000,2151485000,2151485000,2630588000,303675000,37492000,-3949000,172929000,510147000,-139420000,-139420000,1.67638063430786e-08,-400301000,10567000,-389734000,-19007000,-19007000,-7144000,-26151000,455969000,0,602813000,0.6086,0.3183,0.23098,0.14115,0.11544,1.98506,5.48906,0.22268,0,1.49838,1.47668,6.48707,10.61578,2.97438,0.13382,0.26564,-2.08314,-2.26977
"12","2016_Q1",49.3890163934426,"Up",1421615000,-641218000,780397000,-595203000,-512557000,-82646000,185194000,897000,-1553000,-89000,186091000,175191000,-35872000,139319000,139319000,140719000,140719000,978900000,978900000,363400000,363400000,519900000,127500000,127500000,1989700000,562900000,1.32e+08,61500000,1.4e+07,2.3e+07,33500000,694900000,2684600000,326300000,114100000,25500000,186700000,326300000,117300000,7e+06,110300000,117300000,443600000,636700000,2168800000,-66800000,2.241e+09,2.241e+09,2684600000,139319000,82646000,55309000,263226000,540500000,-71717000,-69277000,-7200000,-746505000,-42720000,-796425000,-325202000,-325202000,16666000,-308536000,267840000,1.16415321826935e-10,495221000,0.54895,0.13027,0.09899,0.06279,0.05242,3.51922,6.09776,0.19795,0,0.70416,0.69249,7.11379,11.21401,2.4781,0.05967,0.20999,-3.65479,-5.28581
"13","2016_Q2",49.11578125,"Down",987900000,-396600000,591300000,-404400000,-3.54e+08,-50400000,186900000,-1300000,-3e+05,-1300000,185600000,185600000,-39300000,146300000,146300000,147100000,147100000,808540000,808540000,252502000,252502000,606450000,146359000,118145000,1813851000,624194000,118623000,68899000,14005000,4627000,31092000,742817000,2556668000,335415000,172123000,29679000,133613000,3.39e+08,128479000,13769000,114710000,128479000,467479000,662516000,2343116000,-67624000,2089189000,2089189000,2556668000,146300000,50400000,20300000,106300000,323300000,-47100000,-527700000,244400000,-401400000,0,-1.57e+08,-361400000,-361400000,-3500000,-364900000,237300000,0,335800000,0.59854,0.18919,0.1489,0.07041,0.05754,2.2828,5.35059,0.22376,0,0.74679,0.7353,5.01531,10.60626,1.70477,0.06633,0.15142,-3.40725,-4.32606
"14","2016_Q3",49.84171875,"Up",1088200000,-443500000,644700000,-436100000,-379700000,-56400000,208600000,-1100000,-1400000,0,207500000,202600000,-41900000,160700000,160700000,160900000,160900000,431541000,431541000,344135000,344135000,713731000,134828000,106616000,1624235000,672409000,123316000,69245000,26215000,10779000,17077000,795725000,2419960000,378131000,199152000,26550000,152429000,387141000,139960000,16277000,123683000,144083000,531224000,677705000,2536252000,-81148000,1883991000,1888736000,2419960000,160700000,56400000,13400000,-2.06e+08,24500000,-57800000,-57800000,131300000,-247100000,-7.45058059692383e-09,-115800000,-149100000,-149100000,-1600000,-150700000,2.65e+08,9539000,43100000,0.59245,0.19169,0.14786,0.08519,0.06649,0.26787,4.19546,0.28126,0.00394,0.85197,0.8401,5.76202,9.97573,0.22821,0.07894,0.02115,-1.59246,-2.02302
"15","2016_Q4",47.4903174603175,"Down",1352800000,-547100000,805700000,-4.52e+08,-396300000,-55700000,353700000,-2e+05,-3400000,-9e+05,353500000,341700000,-70400000,271300000,271300000,271300000,271300000,696823000,696823000,301632000,301632000,588295000,74921000,74921000,1661671000,739863000,132683000,66363000,23215000,24019000,19086000,872546000,2534217000,423070000,190740000,33306000,199024000,423070000,127247000,4269000,122978000,131224000,554294000,692758000,2830810000,-97915000,1975539000,1979923000,2534217000,271300000,55700000,3100000,217800000,547900000,-48400000,-48400000,-213500000,-98300000,0,-311800000,187700000,187700000,-4200000,183500000,409400000,3977000,649200000,0.59558,0.26146,0.20055,0.13703,0.10705,2.39292,3.92765,0.27996,0.00157,1.48922,1.46766,7.42577,10.8441,3.56358,0.12851,0.30751,-1.69234,-1.95885
"16","2017_Q1",39.3517741935484,"Down",1064800000,-445100000,619700000,-468500000,-411200000,-57300000,151200000,1300000,1e+06,-399999.999999999,152500000,-41300000.0000001,14500000,-26799999.9999999,-26799999.9999999,-26800000,-26800000,227700000,227700000,265800000,265800000,549300000,121900000,121900000,1164700000,591500000,653400000,418100000,119700000,73300000,42300000,1244900000,2409600000,432700000,176300000,60300000,196100000,565800000,248800000,8e+07,168800000,248800000,814600000,767800000,3560300000,-80600000,1592600000,1.595e+09,2409600000,-26799999.9999999,57300000,145500000,-37100000,138900000,-1.7e+07,-1.7e+07,-1.6e+07,-249600000,4.65661287307739e-10,-265600000,-143700000,-143700000,3400000,-140300000,208500000,133100000,139900000,0.58199,0.142,-0.02517,-0.0168,-0.01112,-5.22015,2.0585,0.51072,0.05524,-0.15127,-0.14907,6.01031,8.9895,0.78967,-0.01356,0.07077,-0.45372,-0.62566
"17","2017_Q2",36.3077777777778,"Down",952400000,-377700000,574700000,-425300000,-377700000,-47600000,149400000,7e+05,-1100000,1200000,150100000,150100000,-24600000,125500000,125500000,125500000,125500000,273700000,273700000,171300000,171300000,616100000,123900000,123900000,1.185e+09,585500000,642500000,414300000,119700000,67200000,41300000,1.228e+09,2.413e+09,425200000,153400000,62800000,2.09e+08,5.81e+08,250700000,79200000,171500000,250700000,831700000,778700000,3685600000,-68200000,1580900000,1581300000,2.413e+09,125500000,47600000,22200000,-1e+06,194300000,-14800000,-16200000,22700000,-160200000,-2e+05,-137700000,40400000,40400000,3700000,44100000,1.97e+08,155800000,205800000,0.60342,0.15687,0.13177,0.07937,0.05201,1.63984,2.03959,0.52596,0.06457,0.72061,0.71059,5.46858,9.07736,1.18168,0.06314,0.10353,-0.59848,-0.78916
"18","2017_Q3",40.6298412698413,"Up",1146600000,-455800000,690800000,-452100000,-403800000,-48300000,238700000,4e+07,-8e+05,40500000,278700000,239100000,-36400000,202700000,202700000,202900000,202900000,178200000,178200000,274500000,274500000,696500000,181500000,181500000,1330700000,562700000,638300000,405700000,119700000,69200000,43700000,1.201e+09,2531700000,474700000,1.74e+08,60100000,240600000,474700000,251800000,78700000,173100000,251800000,726500000,791900000,3888500000,-59600000,1.805e+09,1805200000,2531700000,202700000,48300000,18600000,-134800000,134800000,-43100000,-79799999.9999999,-155800000,2300000,1e+05,-153400000,-98400000.0000001,-98400000.0000001,2900000,-95500000,2.87e+08,5.96046447753906e-08,145500000,0.60248,0.20818,0.17696,0.1124,0.08014,0.717100000000001,2.80324,0.40245,0,1.21719,1.20173,6.8784,10.82812,0.87285,0.09864,0.07073,-0.62091,-0.74654
"19","2017_Q4",54.8063492063492,"Up",1440100000,-556100000,8.84e+08,-539900000,-485900000,-5.4e+07,344100000,-35200000,-8300000,-2.7e+07,308900000,278300000,-58900000,219400000,219400000,219400000,219400000,317100000,317100000,2.88e+08,2.88e+08,677200000,162300000,162300000,1444600000,599400000,2172800000,1215400000,8.22e+08,64700000,70700000,2772200000,4216800000,7.22e+08,290200000,68700000,363100000,722100000,4.22e+08,2.17e+08,2.05e+08,1414400000,2136500000,803300000,4107900000,-18400000,2076900000,2080300000,4216800000,219400000,5.4e+07,3.1e+07,239800000,544200000,-29100000,-1400800000,989800000,2400000,-1e+05,992100000,135500000,135500000,3700000,139200000,398100000,992500000,667700000,0.61385,0.23894,0.15235,0.10547,0.05203,3.0433,2.00055,1.02702,0.23537,1.34479,1.32797,8.82692,12.73011,4.09259,0.06278,0.19106,1.69656,1.9628
"20","2018_Q1",63.6150819672131,"Up",1179500000,-469700000,709800000,-558100000,-499400000,-58700000,151700000,-12800000,-12100000,-1400000,138900000,74300000,-29800000,44500000,44500000,44100000,44100000,163100000,163100000,290500000,290500000,660700000,147800000,147800000,1262100000,583200000,2213700000,1235700000,847700000,56200000,74100000,2796900000,4.059e+09,760300000,294100000,77600000,388600000,960300000,402800000,186300000,216500000,1077200000,2037500000,831100000,4.152e+09,50500000,2017700000,2021500000,4.059e+09,44500000,58700000,32900000,53100000,189200000,-36600000,-36600000,-119600000,-191800000,1.16415321826935e-10,-311400000,-158800000,-158800000,4800000,-1.54e+08,210400000,874400000,256700000,0.60178,0.12861,0.03739,0.02182,0.01086,5.82086,1.31428,1.00791,0.21542,0.27572,0.27251,7.37445,12.61503,1.60494,0.01337,0.07782,3.3807,4.68886
"21","2018_Q2",65.3403125,"Up",1202500000,-451700000,750800000,-5.2e+08,-464100000,-55900000,230800000,-9600000,-7500000,-2900000,221200000,205600000,-19400000,186200000,186200000,186400000,186400000,169900000,169900000,262500000,262500000,6.97e+08,164800000,164800000,1294200000,560700000,2105900000,1178100000,806200000,46200000,75400000,2666600000,3960800000,678800000,279300000,33100000,366400000,945700000,419400000,182500000,236900000,973600000,1919300000,850100000,4350100000,-40500000,2037900000,2041500000,3960800000,186200000,55900000,2.5e+07,-60800000,206300000,-40700000,-40700000,-53600000.0000001,-99700000,0,-153300000,12300000,12300000,-5500000,6800000,286700000,821100000,204600000,0.62437,0.19193,0.15501,0.09131,0.04706,1.09764,1.36851,0.94014,0.20731,1.24681,1.2231,8.04337,13.63125,1.36854,0.05679,0.06234,2.27136,2.82149
"22","2018_Q3",70.0246031746032,"Up",1253800000,-490700000,763100000,-548500000,-495800000,-52700000,214600000,-37400000,-5900000,-3.3e+07,177200000,1.52e+08,-14900000,137100000,137100000,137600000,137600000,155200000,155200000,339900000,339900000,767600000,211400000,211400000,1474100000,5.52e+08,2081200000,1158600000,796900000,47100000,78600000,2633200000,4107300000,742900000,290500000,23900000,428500000,997900000,421500000,181500000,2.4e+08,926100000,1.924e+09,877900000,4487700000,-62900000,2179700000,2183300000,4107300000,137100000,52700000,12500000,-144900000,57400000,-49800000,-21200000,-61700000,1.3e+07,-4.65661287307739e-10,-48700000.0000001,-12500000.0000001,-12500000.0000001,-2200000,-14700000,267300000,759600000,87500000,0.60863,0.17116,0.10975,0.06302,0.0335,0.635899999999999,1.4772,0.88123,0.18494,0.91994,0.90702,8.38241,14.57261,0.58499,0.0409,0.02601,2.26113,2.8164
"23","2018_Q4",50.3207936507937,"Down",1.438e+09,-564800000,873200000,-557600000,-506100000,-51500000,315600000,-48900000,-7700000,-42600000,266700000,241100000,-41700000,199400000,199400000,199600000,199600000,264500000,264500000,291200000,291200000,764700000,2119100000,2119100000,3439500000,543600000,2045300000,1132900000,7.8e+08,47200000,85200000,2588900000,6028400000,8.08e+08,3.29e+08,22500000,456500000,1387400000,419200000,181600000,237600000,2373900000,3761300000,892400000,4687300000,-92900000,2263700000,2267100000,6028400000,199400000,51500000,89100000,1.72e+08,5.12e+08,-45900000,-153700000,1786200000,-97500000,-1.5e+07,1673700000,2.032e+09,2.032e+09,-1400000,2030600000,367100000,2534100000,534900000,0.60723,0.21947,0.1388,0.08804,0.03311,2.67986,2.4791,1.65908,0.42036,1.33795,1.32829,9.63916,15.17398,3.58553,0.03823,0.10246,6.18251,7.19138
"24","2019_Q1",43.7096721311475,"Down",1343700000,-550800000,792900000,-673900000,-6.09e+08,-64900000,1.19e+08,-18100000,-16900000,-1500000,100900000,22300000,-3e+06,19300000,19300000,19400000,19400000,1.72e+08,1.72e+08,3.83e+08,3.83e+08,9.53e+08,2.21e+08,2.21e+08,1.729e+09,6.15e+08,4.306e+09,2.293e+09,1.659e+09,1.12e+08,2.42e+08,4.921e+09,6.65e+09,9.12e+08,3.71e+08,3.4e+07,5.07e+08,1.542e+09,7.36e+08,4.38e+08,2.98e+08,2.672e+09,4.214e+09,1.011e+09,4.707e+09,-6.6e+07,2.429e+09,2.436e+09,6.65e+09,19300000,64900000,-34600000,-131300000,-81699999.9999998,-47600000,-1909400000,-26900000,6200000,0,-20700000,-2011800000,-2011800000,-1900000,-2013700000,183900000,2.566e+09,7999999.99999994,0.59009,0.08856,0.01444,0.00796,0.00292,0.41237,1.12127,1.72989,0.38586,0.12865,0.12756,8.91038,16.10726,0.0530499999999998,0.00338,0.00139,13.01794,20.11765
"25","2019_Q2",40.6755555555556,"Down",1.346e+09,-5.12e+08,8.34e+08,-6.58e+08,-5.98e+08,-6e+07,1.76e+08,-1.3e+07,-1.3e+07,-2e+06,1.63e+08,5.1e+07,-6e+06,4.5e+07,4.5e+07,4.5e+07,4.5e+07,1.6e+08,1.6e+08,3.1e+08,3.1e+08,1.016e+09,2.24e+08,2.24e+08,1.71e+09,6.08e+08,5.99e+09,2.25e+09,1.652e+09,1.49e+08,1.939e+09,6.598e+09,8.308e+09,7.7e+08,3.55e+08,3.6e+07,3.79e+08,1.668e+09,6.41e+08,4.31e+08,2.1e+08,4.312e+09,5.98e+09,1.039e+09,4.6e+09,-9.3e+07,2.321e+09,2.328e+09,8.308e+09,4.5e+07,6e+07,1.16e+08,-6.3e+07,1.58e+08,-5.4e+07,-3.2e+07,-1.36e+08,-2e+06,11874549.0459035,-1.38e+08,-1.2e+07,-1.2e+07,-5571898.35865915,-1.2e+07,2.36e+08,4.185e+09,1.25e+08,0.61961,0.13076,0.03343,0.01933,0.00542,2.77778,1.02518,2.56873,0.50373,0.29792,0.2954,8.91098,15.36582,0.82754,0.00629,0.01747,17.05508,22.86932
"26","2019_Q3",32.0421875,"Down",1.442e+09,-5.68e+08,8.74e+08,-6.88e+08,-6.23e+08,-6.5e+07,1.86e+08,-6e+06,-3e+06,-4e+06,1.8e+08,6.9e+07,4e+06,7.3e+07,7.3e+07,7.3e+07,7.3e+07,1.79e+08,1.79e+08,3.68e+08,3.68e+08,1.073e+09,2.75e+08,2.75e+08,1.895e+09,5.89e+08,5.909e+09,2.171e+09,1.598e+09,1.6e+08,1.98e+09,6.498e+09,8.393e+09,7.97e+08,3.9e+08,2.7e+07,3.8e+08,1.803e+09,6.16e+08,4.4e+08,1.76e+08,4.178e+09,5.981e+09,1.06e+09,4.673e+09,-1.03e+08,2.405e+09,2.412e+09,8.393e+09,7.3e+07,6.5e+07,1.11e+08,-1.64e+08,8.5e+07,-5.1e+07,-4.3e+07,-1.9e+07,7.45058059692383e-09,12258290.770089,-1.9e+07,2.3e+07,2.3e+07,-4e+06,18999999.9999998,2.51e+08,4.165e+09,3.2e+07,0.6061,0.12899,0.05062,0.03027,0.0087,0.438359999999999,1.05103,2.47968,0.49625,0.48152,0.47845,9.51172,15.86385,0.21108,0.01015,0.00445,15.88048,21.43011
