"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",24.0447619047619,"Up",3918021000,-3819203000,98818000,-56693000,-56324000,42125000,-604000,-640000,36000,41521000,41521000,-7681000,33840000,33840000,-137000,33703000,33703000,-310110759.594576,-350677002.864835,1069674525.05975,1069674525.05975,-237102869.207523,222426777.450661,-783286580.252439,-25822896.3123507,744887673.708313,71638617.8721237,533971310.937212,133520502.605847,386646313.832464,605609928.809336,1350497602.51765,1075466081.84555,908027907.347387,167438174.498158,24046546.3502104,1175566281.70771,5625013.39469398,52985687.2752603,52985687.2752603,58610700.6699542,1234176982.37767,-431603341.590557,550557370.03578,-1567620.55863169,117386407.886591,-1065787.74661012,116320620.139981,1350497602.51765,33840000,4419000,490000,-22183000,16566000,-891000,-8315000,85413906.4250168,-9206000,-2226000,-2000,-119000,-2097000,5263000,5263000,-1026000,4237000,46544000,0,31151000,0.02522,0.01075,0.0086,0.0845335589388643,0.027405167231169,0.92428,0.571172710003057,2.48293732869258,0.0167766235228163,0.56812,0.55615,66.04445,-4.4264202796185,0.5251,0.03752,0.0802346229475817,0.546969831928738,0.06605,8.54694373562724,9.08972205465173
"2","2010_Q3",23.3015625,"Down",4397275000,-4289706000,107569000,-62505000,-60809000,45064000,-248000,-841000,593000,44816000,44816000,-7765000,37051000,37051000,-74000.0000000001,36977000,36977000,307386000,297386000,1115878000,1115878000,140693000,91253000,-279955290.126219,81082000,1655210000,47840000,240393000,68804000,156328000,288233000,1943443000,1018320000,947214000,71106000,6259000,1088131000,4728000,49607000,49607000,54335000,1142466000,216417000,581441000,2680000,800538000,439000,800977000,1943443000,37051000,4205000,2452000,-36502000,7205999.99999999,-3262000,1.86264514923096e-09,36353635.4750056,-3262000,-2231000,-5519000,-1399000,-9314000.00000006,-5370000,-5370000,-324000,-5694000,49269000,10987000,17270000,0.02446,0.01025,0.00841,0.04616,0.01903,0.46705,1.52115,1.42634,0.00565,0.62232,0.60933,74.00577,13.47299,0.29065,0.03755,0.04551,0.02004,0.06033,-6.01593,-6.57729
"3","2010_Q4",27.2046875,"Up",4987074000,-4874967000,112107000,-67020000,-65923000,45087000,-1198000,-989000,-209000,43889000,43889000,-7515000,36374000,36374000,381000,36755000,36755000,424869000,424869000,1163383000,1163383000,219908000,120856000,-8605096.70873982,110778000,1929016000,52516000,287483000,82226000,182625000,339999000,2269015000,1075923000,980171000,95752000,8822000,1144039000,8348000,52194000,52194000,60542000,1204581000,444069000,615968000,4339000,1064376000,58000.0000000001,1064434000,2269015000,36374000,4469000,3357000,-100944000,-56744000,-3747000,-37700000,1e+07,-31447000,-2228000,-2000,-2317000,214184000,125993000,125993000,1490000,127483000,49556000,17170000,-47620000,0.02248,0.00904,0.00737,0.03453,0.0162,-1.29561,1.68615,1.13166,0.00757,0.60756,0.59606,82.43643,17.59415,-0.78716,0.03683,0.03438,-0.042,0.06062,-8.22704,-9.0425
"4","2011_Q1",34.8517741935484,"Up",5828777000,-5705130000,123647000,-75057000,-73957000,48590000,-1286000,-2275000,989000,47304000,47304000,-8066000,39238000,39238000,192000,39430000,39430000,272893000,272893000,1386700000,1386700000,211526000,196748000,96461000,100287000,2067867000,64106000,434477000,117726000,287434000,498583000,2566450000,1275928000,1131228000,144700000,17076000,1358484000,24566000,56836000,56836000,81402000,1439886000,469659000,652796000,4753000,1127208000,-644000,1126564000,2566450000,39238000,6013000,-10680000,-37297000,-2726000,-4585000,-131792000,0,-136377000,-2226000,-947000,-9943000,-12822000,-151925000,-151925000,-51000.0000000002,-151976000,54603000,41642000,20787000,0.02121,0.00834,0.00676,0.035,0.01536,0.52719,1.52219,1.27812,0.01623,0.56788,0.5568,83.94701,16.23424,0.29938,0.03206,0.034,0.01697,0.05645,-4.23513,-4.75923
"5","2011_Q2",32.6257142857143,"Down",7079406000,-6942638000,136768000,-81243000,-80447000,55525000,-3453000,-2525000,-928000,52072000,52072000,-10415000,41657000,41657000,-548000,41109000,41109000,93374000,93374000,1892307000,1892307000,312379000,213226000,100940000,88925000,2511286000,64899000,461598000,124048000,308161000,526497000,3037783000,1620673000,1488592000,132081000,17401000,1719096000,64133000,59787000,59787000,123920000,1843016000,497370000,691260000,5454000,1194084000,683000,1194767000,3037783000,41657000,8167000,2593000,-196903000,-144486000,-2628000,-6.7e+07,-455477.828121504,-69628000,-2598000,39537000,-3501000,33438000,-180676000,-180676000,1157000,-179519000,63692000,81534000,-125424000,0.01932,0.00784,0.00581,0.03441,0.01353,-3.05101,1.46082,1.54257,0.02684,0.58752,0.57915,101.17773,17.06566,-1.79254,0.03713,0.03271,-0.09387,0.0632,-0.18589,-0.21324
"6","2011_Q3",32.29046875,"Down",8708709000,-8543607000,165102000,-98999000,-95468000,66103000,-4381000,-4298000,-83000,61722000,61722000,-11049000,50673000,50673000,-470000,50203000,50203000,149735000,149735000,1982962000,1982962000,429206000,232029000,80125000,130154000,2793932000,84651000,483475000,123472000,330210000,568126000,3362058000,1791375000,1646847000,144528000,15787000,1880755000,167020000,59986000,59986000,227006000,2107761000,498562000,738811000,5894000,1243267000,11030000,1254297000,3362058000,50673000,10573000,11272000,-65731000,6787000,-4766000,-39013000,0,-43779000,-2696000,92340000,3236000,92880000,55888000,55888000,473000,56361000,76676000,182807000,17228000,0.01896,0.00759,0.00576,0.04002,0.01493,0.34317,1.48554,1.68043,0.05437,0.70852,0.70157,122.90715,17.54639,0.243140000000001,0.03805,0.03533,0.01151,0.0537,0.43132,0.50031
"7","2011_Q4",36.2612698412698,"Up",9510792000,-9339945000,170847000,-99922000,-97500000,70925000,-6434000,-4791000,-1643000,64491000,64491000,-10649000,53842000,53842000,-1187000,52655000,52655000,151854000,151854000,2166712000,2166712000,427497000,294103000,99713000,174438000,3040166000,89492000,487238000,109095000,343480000,576730000,3616896000,1879358000,1707705000,171653000,18265000,1989542000,274495000,56970000,56970000,331465000,2321007000,500135000,788814000,-4927000,1284022000,11867000,1295889000,3616896000,53842000,10371000,-1692000,-141685000,-79164000,-8413000,-6302000,-2706000,-17421000,-2655000,110041000,-3328000,104058000,7473000,7473000,-5354000,2119000,81296000,292760000,-58153000,0.01796,0.00746,0.00554,0.04063,0.01456,-1.10442,1.52807,1.79105,0.08094,0.74226,0.73554,134.07,18.10037,-0.81976,0.03743,0.03361,-0.03534,0.05042,1.73325,1.98669
"8","2012_Q1",39.8072580645161,"Up",9323947000,-9161661000,162286000,-97867000,-96443000,64419000,-4501000,-4211000,-290000,59918000,59918000,-6888000,53030000,53030000,-2968000,50062000,50062000,205415000,205415000,2160561000,2160561000,472584000,283667000,109297000,174370000,3122227000,90710000,484309000,107620000,346246000,575019000,3697246000,1902788000,1739678000,163110000,17800000,2026142000,269348000,55038000,55038000,324386000,2350528000,503263000,836222000,-6524000,1332961000,13757000,1346718000,3697246000,53030000,11419000,3765000,6113000,74327000,-3685000,-10387000,268000,-13804000,-2654000,-4794000.00000001,-361999.999999998,-7810000,52713000,52713000,848000.000000001,53561000,75838000,287148000,85154000,0.01741,0.00691,0.00537,0.03717,0.01354,1.70097,1.54097,1.74538,0.07767,0.70527,0.69615,131.35465,18.77859,1.19964,0.03739,0.03121,0.05042,0.05301,1.07773,1.26877
"9","2012_Q2",35.3744444444444,"Down",9479055000,-9321820000,157235000,-97979000,-97838000,59256000,-4095000,-4661000,566000,55161000,55161000,-6615000,48546000,48546000,-2131000,46415000,46415000,242593000,242593000,2290085000,2290085000,450285000,373670000,172990000,200680000,3356633000,89509000,479662000,101943000,348214000,569171000,3925804000,2106311000,1880861000,225450000,20516000,2210734000,265147000,54347000,54347000,319494000,2530228000,504355000,879973000,-3717000,1380611000,14965000,1395576000,3925804000,48546000,9659000,11816000,-21229000,48792000,-3948000,-90000,-115000,-4153000,-2664000,-1492000,-4995000,-9151000,35488000,35488000,1690000,37178000,68915000,285663000,50353000,0.01659,0.00625,0.0049,0.03326,0.01182,1.08484,1.51833,1.81303,0.07277,0.65375,0.64668,133.51158,19.44577,0.70922,0.03752,0.02828,0.02901,0.0574,0.62497,0.72685
"10","2012_Q3",33.9426984126984,"Down",9618797000,-9446674000,172123000,-99765000,-99124000,72358000,-5525000,-5437000,-88000.0000000001,66833000,66833000,-11951000,54882000,54882000,-6282000,48600000,48600000,136676000,136676000,2124645000,2124645000,557390000,478134000,158239000,319895000,3296845000,92597000,498452000,103739000,353547000,591049000,3887894000,1965486000,1774508000,190978000,23780000,2087744000,308212000,52870000,52870000,361082000,2448826000,506934000,925887000,-14603000,1418218000,20850000,1439068000,3887894000,54882000,8009000,-6100000,-162506000,-105715000,-5619000,-28948000,115000,-34452000,-2686000,43389000,-5256000,35447000,-104720000,-104720000,-1197000,-105917000,80367000,331992000,-75807000,0.01789,0.00752,0.00505,0.03377,0.0125,-1.55981,1.57914,1.70167,0.08539,0.68284,0.67719,135.14671,19.92635,-1.06511,0.03774,0.02812,-0.04156,0.05527,2.4303,2.6993
"11","2012_Q4",34.3911290322581,"Up",9911673000,-9730921000,180752000,-109704000,-106073000,71048000,-3467000,-4305000,838000,67581000,67581000,-14683000,52898000,52898000,-1404000,51494000,51494000,139401000,139401000,2380451000,2380451000,591870000,415840000,234011000,181829000,3527562000,101742000,549161000,117722000,396923000,650903000,4178465000,2215939000,2037836000,178103000,26516000,2363776000,260649000,59750000,59750000,320399000,2684175000,512581000,974712000,-15255000,1472038000,22252000,1494290000,4178465000,52898000,9132000,1553000,41611000,105194000,-9170000,-42299000,-386000,-51855000,-2669000,-50453000,1335000,-51787000,1552000,1552000,1173000,2725000,80180000,287165000,127304000,0.01824,0.00717,0.0052,0.03446,0.01232,2.47221,1.49234,1.79629,0.06872,0.72307,0.71703,139.17761,20.67005,1.78758,0.03748,0.02942,0.06914,0.05183,1.8429,2.07978
"12","2013_Q1",37.325,"Up",9935813000,-9772476000,163337000,-108976000,-108599000,54361000,-4341000,-4694000,353000,50020000,50020000,-4995000,45025000,45025000,-2189000,42836000,42836000,172740000,172740000,2193866000,2193866000,572313000,342458000,158909000,183549000,3281377000,112525000,713849000,243343000,470506000,826374000,4107751000,2123233000,1814794000,308439000,26065000,2149298000,354253000,62576000,62576000,416829000,2566127000,518310000,1014882000,-16018000,1517174000,24450000,1541624000,4107751000,45025000,9914000,4407000,38174000,97520000,-9717000,-146445000,4.65661287307739e-10,-156162000,-2666000,93096000,1919000,92349000,33707000,33707000,-368000,33339000,64275000,380318000,97727000,0.01644,0.00547,0.00431,0.02779,0.01043,2.28142,1.52672,1.66456,0.09259,0.60138,0.59568,139.49112,21.29995,1.37201,0.03743,0.02293,0.04924,0.06224,3.22953,3.81851
"13","2013_Q2",36.208125,"Down",10184029000,-10001650000,182379000,-115438000,-114335000,66941000,-3539000,-3659000,120000,63402000,63402000,-12291000,51111000,51111000,-2386000,48725000,48725000,159600000,159600000,2494373000,2494373000,634057000,292918000,112430000,180488000,3580948000,119636000,708673000,240217000,468456000,828309000,4409257000,2468979000,2185325000,283654000,28362000,2497341000,248312000,71491000,71491000,319803000,2817144000,519323000,1060932000,-14978000,1565277000,26836000,1592113000,4409257000,51111000,10848000,4729000,42822000,109510000,-12949000,-112388844.510316,15691544.9601084,-12949000,-2667000,-103651000,-2735000,-109053000,-12492000,-12492000,-648000,-13140000,77789000,276674000,119953000,0.01791,0.00657,0.00478,0.0306,0.01105,2.46184,1.4339,1.76944,0.06275,0.6835,0.67675,142.85755,21.95709,1.68265,0.03741,0.02649,0.06182,0.05474,1.50502,1.74891
"14","2013_Q3",35.07390625,"Down",10479604000,-10291146000,188458000,-119722000,-117013000,68736000,-4771000,-4579000,-192000,63965000,63965000,-11608000,52357000,52357000,-1341000,51016000,51016000,232480000,232480000,2587977000,2587977000,551333000,312333000,100274000,212059000,3684123000,136851000,708164000,240415000,467749000,845015000,4529138000,2475867000,2210525000,265342000,28709000,2504576000,322642000,69642000,69642000,392284000,2896860000,522916000,1109269000,-25189000,1606996000,25282000,1632278000,4529138000,52357000,11439000,7231000,-28247000,42780000,-11695000,-25415000,21588000,-37110000,-2675000,74446000,-3671000,68100000,73770000,73770000,-890000,72880000,80175000,351351000,51841000,0.01798,0.00656,0.00487,0.03125,0.01126,1.01617,1.47096,1.77473,0.07758,0.71335,0.70838,146.5351,22.47044,0.72489,0.0374,0.02615,0.02525,0.05243,1.48264,1.72938
"15","2013_Q4",35.9046875,"Up",10493661000,-10307320000,186341000,-122138000,-120275000,64203000,-5715000,-4580000,-1135000,58488000,58488000,-8191000,50297000,50297000,1175000,51472000,51472000,333223000,333223000,2514683000,2514683000,614293000,313590000,111853000,201737000,3775789000,153013000,727598000,250340000,477258000,880611000,4656400000,2457004000,2154129000,302875000,28642000,2485646000,430003000,78495000,78495000,508498000,2994144000,506728000,1158082000,-25078000,1639732000,22524000,1662256000,4656400000,50297000,10525000,5831000,-5196000,61457000,-25642000,-14997000,-469000,-41108000,-2678000,104385000,-2025000,79682000,100031000,100031000,712000,100743000,74728000,458645000,52081000,0.01776,0.00612,0.00491,0.03097,0.01105,1.01183,1.51904,1.80125,0.0985,0.72133,0.71595,147.05861,22.97927,0.72987,0.03753,0.02462,0.02368,0.05203,1.67838,1.95352
"16","2014_Q1",40.3504918032787,"Up",10404606000,-10208984000,195622000,-131002000,-124977000,64620000,-3675000,-4482000,807000,60945000,60945000,-7410000,53535000,53535000,-1548000,51987000,51987000,292061000,292061000,2538642000,2538642000,655046000,329752000,120205000,192668000,3815501000,129685000,794091000,310500000,483591000,923776000,4739277000,2388800000,2210427000,178373000,14647000,2514515000,449064000,96804000,96804000,545868000,3060383000,495918000,1207299000,-29319000,1673898000,4996000,1678894000,4739277000,53435000,11888000,-3991000,-10779000,50553000,-32414000,-36488000,-14419000,-83333000,-2680000,5120000.00000003,3331000,-9229000,-42009000,-42009000,926000,-41083000,76508000,463711000,40725000,0.0188,0.00621,0.005,0.03097,0.01097,0.78337,1.51739,1.82286,0.09784,0.73595,0.72923,147.29266,23.69651,0.57652,0.03794,0.02441,0.01819,0.05155,2.24356,2.6563
"17","2014_Q2",41.7593650793651,"Up",10550900000,-10362900000,1.88e+08,-123700000,-122600000,64300000,-2500000,-4400000,1900000,61800000,61800000,-11300000,50500000,50500000,2e+05,50700000,50700000,446499000,446499000,2771626000,2771626000,584842000,337140000,88731000,248409000,4140107000,189721000,937138000,369101000,568037000,1126859000,5266966000,2698427000,2362174000,336253000,15701000,2714128000,712960000,108034000,108034000,820994000,3535122000,497513000,1255377000,-25821000,1727069000,4775000,1731844000,5266966000,50500000,12400000,8300000,20400000,91600000,-8900000,-1.54e+08,-21700000,-184600000,-2600000,252200000,-2300000,247300000,154300000,154300000,1e+05,154400000,76700000,728661000,99500000,0.01782,0.00609,0.00481,0.02928,0.00963,1.96252,1.52539,2.04125,0.13835,0.71711,0.71008,149.23479,24.42813,1.40736,0.03678,0.02075,0.03874,0.05128,3.67877,4.38821
"18","2014_Q3",40.88453125,"Down",11342500000,-1.1151e+10,191500000,-131700000,-130500000,59800000,-3200000,-4600000,1400000,56600000,56600000,-10200000,46400000,46400000,1900000,48300000,48300000,396591000,396591000,2921830000,2921830000,702617000,386068000,110860000,275208000,4407106000,197357000,934067000,356910000,577157000,1131424000,5538530000,2770424000,2567656000,202768000,14940000,2971910000,678592000,103248000,103248000,781840000,3753750000,499371000,1300949000,-20428000,1779892000,4888000,1784780000,5538530000,46400000,14700000,6100000,-56800000,10400000,-11100000,-10200000,199999.999999996,-22200000,-2700000,-35300000,-1100000,-39100000,-50900000,-50900000.0000001,1e+06,-49900000,74500000,693532000,16800000,0.01688,0.00527,0.00426,0.02706,0.00872,0.34783,1.48292,2.1032,0.12522,0.68124,0.67647,159.97884,25.10426,0.23695,0.03808,0.01976,0.00651,0.0559,3.98579,4.96557
"19","2014_Q4",39.57421875,"Down",11713400000,-11498800000,214600000,-140500000,-139300000,74100000,-6200000,-8800000,2600000,67900000,67900000,-13500000,54400000,54400000,1200000,55600000,55600000,388544000,388544000,2837050000,2837050000,679512000,424271000,80897000,343374000,4329377000,204794000,989494000,379579000,609915000,1194288000,5523665000,2679005000,2455915000,223090000,16390000,2847984000,750885000,113086000,113086000,863971000,3711955000,492129000,1353963000,-37728000,1808364000,3346000,1811710000,5523665000,54400000,14800000,-4e+06,-38100000,27100000,-17100000,-66500000,3e+05,-83400000,-2600000,65600000,-1300000,51700000,-4600000,-4600000,-3400000,-8e+06,88900000,767275000,47200000,0.01832,0.00633,0.00475,0.03069,0.01007,0.84892,1.52015,2.04887,0.13891,0.78531,0.782,165.4435,25.54186,0.66667,0.03672,0.02162,0.01753,0.04676,4.26019,5.11108
"20","2015_Q1",47.5470491803279,"Up",9.785e+09,-9.56e+09,2.25e+08,-146500000,-146200000,78500000,1e+07,-7400000,17400000,88500000,88500000,-18600000,69900000,69900000,0,69900000,69900000,302300000,302300000,2306400000,2306400000,437600000,627100000,76900000,246600000,3673400000,203400000,1004200000,350900000,653300000,1207600000,4.881e+09,2082600000,1850100000,232500000,17900000,2239300000,6.72e+08,104800000,104800000,776800000,3016100000,497100000,1418500000,-60200000,1855400000,9500000,1864900000,4.881e+09,69800000,15400000,-16500000,-56700000,1.2e+07,-13100000,-42900000,5e+07,-6900000,-2700000,-76700000,-1.1e+07,-90400000,-85300000,-85300000,-1100000,-86400000,93900000,689900000,42700000,0.02299,0.00802,0.00714,0.03748,0.01432,0.61087,1.64042,1.6173,0.14134,0.98729,0.98036,138.20621,26.20621,0.60311,0.03814,0.0273,0.01606,0.03863,4.1278,4.93758
"21","2015_Q2",47.9630158730159,"Up",7340700000,-7125300000,215400000,-143900000,-142600000,71500000,-7e+06,-7300000,3e+05,64500000,64500000,-9900000,54600000,54600000,1e+06,55600000,55600000,3.91e+08,3.91e+08,2202300000,2202300000,421900000,580400000,52900000,294600000,3595600000,203900000,988500000,342600000,645900000,1192400000,4.788e+09,1.988e+09,1736200000,251800000,21400000,2112800000,679400000,113600000,113600000,7.93e+08,2905800000,497800000,1469900000,-96200000,1871500000,10700000,1882200000,4.788e+09,54600000,13400000,-3e+06,41900000,106900000,-13100000,-3700000,5300000,-11500000,-2600000,6700000,-6500000,-2400000,9.3e+07,9.3e+07,-4300000,88700000,84900000,700800000,123600000,0.02934,0.00974,0.00757,0.02954,0.01161,2.22302,1.70182,1.54383,0.14637,0.78642,0.77871,103.82885,26.471,1.74823,0.03678,0.02158,0.04584,0.04676,3.649,4.33287
"22","2015_Q3",38.19734375,"Down",8496400000,-8307800000,188600000,-150900000,-148600000,37700000,-8e+06,-6400000,-1600000,29700000,29700000,-6e+06,23700000,23700000,1600000,25300000,25300000,489700000,489700000,2358200000,2358200000,450800000,583800000,6.2e+07,392500000,3882500000,212400000,1007600000,357300000,650300000,1.22e+09,5102500000,2199600000,1897400000,302200000,22200000,2316100000,751600000,134700000,134700000,886300000,3202400000,469600000,1495500000,-74500000,1890600000,9500000,1900100000,5102500000,23700000,17200000,29900000,100000.000000007,70900000,-8800000,-2800000,-9e+05,-12500000,-4300000,73800000,-2400000,37100000,95500000,95500000,3200000,98700000,54900000,773800000,52200000,0.0222,0.00444,0.00298,0.01332,0.00496,2.06324,1.67631,1.68538,0.15165,0.35785,0.35534,120.17539,26.74116,0.73833,0.06082,0.01054,0.01859,0.16996,5.17486,7.53581
"23","2015_Q4",37.6209375,"Down",7810700000,-7.584e+09,226700000,-160300000,-158700000,66400000,-6e+06,-7800000,1800000,60400000,60400000,-17700000,42700000,42700000,9e+05,43600000,43600000,609600000,609600000,2039100000,2039100000,4.14e+08,6.38e+08,75400000,378700000,3700700000,224700000,1047500000,345600000,667900000,1272200000,4972900000,1959100000,1629200000,329900000,23200000,2.106e+09,861200000,129900000,129900000,991100000,3097100000,432600000,1.541e+09,-108700000,1864900000,10900000,1875800000,4972900000,42700000,16400000,-2200000,90700000,147600000,-14500000,-75500000,0,-9e+07,-4200000,110900000,-1100000,65100000,122700000,122700000,-2700000,1.2e+08,82800000,884400000,176700000,0.02902,0.0085,0.00558,0.02324,0.00877,4.05275,1.75722,1.65108,0.17784,0.62286,0.6202,111.58143,26.64143,2.52429,0.06,0.01654,0.06114,0.09633,3.31884,4.13855
"24","2016_Q1",39.4962295081967,"Up",6733600000,-6503300000,230300000,-160300000,-1.58e+08,7e+07,-6900000,-8400000,1500000,63100000,63100000,-13600000,49500000,49500000,4e+05,49900000,49900000,582500000,582500000,1812600000,1812600000,359100000,491800000,57900000,2.08e+08,3.246e+09,225600000,1053700000,341400000,675800000,1279300000,4525300000,1604800000,1349600000,255200000,25500000,1754200000,746700000,118500000,118500000,865200000,2619400000,4.36e+08,1569400000,-109500000,1895900000,1e+07,1905900000,4525300000,49500000,18500000,-7200000,61500000,122300000,-9300000,-14900000,-5500000,-30700000,-4200000,-112200000,-5e+05,-116900000,-25300000,-25300000,-1700000,-2.7e+07,88500000,772200000,154300000,0.0342,0.0104,0.00741,0.02618,0.01103,3.09218,1.85042,1.37436,0.17064,0.71902,0.71388,97.02594,27.31844,2.22334,0.06052,0.01934,0.05517,0.08417,2.1435,2.71
"25","2016_Q2",42.911875,"Up",5190800000,-4969300000,221500000,-160500000,-1.59e+08,6.1e+07,-6300000,-7600000,1300000,54700000,54700000,-3100000,51600000,51600000,1e+05,51700000,51700000,689700000,689700000,1673200000,1673200000,333700000,414100000,46100000,233700000,3110700000,229200000,1079900000,365800000,680600000,1309100000,4419800000,1426200000,1158200000,2.68e+08,28800000,1555100000,776500000,1.15e+08,1.15e+08,891500000,2446600000,439100000,1636800000,-113900000,1.962e+09,11200000,1973200000,4419800000,51600000,18400000,13200000,55300000,138500000,-14100000,-45300000,6900000,-52500000,-4200000,2.5e+07,-1100000,19700000,105700000,105700000,1500000,107200000,79400000,805300000,123700000,0.04267,0.01175,0.00996,0.0262,0.0117,2.39265,2.00032,1.23991,0.1822,0.74388,0.73857,74.68777,28.23022,1.77986,0.06043,0.01932,0.04275,0.08124,1.45592,1.89508
"26","2016_Q3",42.5509375,"Down",6633100000,-6414600000,218500000,-172900000,-170500000,45600000,-8700000,-8100000,-6e+05,36900000,36900000,-7200000,29700000,29700000,2e+05,29900000,29900000,737200000,737200000,2030700000,2030700000,373500000,373400000,4.6e+07,282700000,3514800000,220900000,1012800000,340600000,672200000,1233700000,4748500000,1780600000,1520100000,260500000,28800000,1911700000,767700000,1.16e+08,1.16e+08,883700000,2795400000,411700000,1642700000,-118600000,1935800000,17500000,1953300000,4748700000,29700000,18300000,-7200000,21700000,62500000,-9200000,24900000,0,15700000,-4100000,-4800000,-3e+06,-30300000,47900000,47900000,-4e+05,47500000,63900000,796500000,83600000,0.03294,0.00687,0.00451,0.01531,0.0063,2.79599,1.83857,1.43112,0.16774,0.43022,0.42714,95.44029,27.85324,1.20288,0.05899,0.01186,0.02917,0.13712,0.92801,1.30044
"27","2016_Q4",41.1915873015873,"Down",7399700000,-7.163e+09,236700000,-178400000,-176900000,58300000,-9800000,-10300000,5e+05,48500000,48500000,-5400000,43100000,43100000,-4e+05,42700000,42700000,872300000,872300000,2062600000,2062600000,484500000,333200000,57600000,241200000,3752600000,260300000,1139700000,419700000,7.2e+08,1.4e+09,5152600000,1812900000,1558600000,254300000,28800000,1948200000,1110100000,117400000,117400000,1227500000,3175700000,418700000,1681200000,-138300000,1961600000,15200000,1976800000,5152500000,43100000,21700000,-25300000,-20100000,19400000,-5600000,-216700000,0,-222300000,-4200000,339300000,1300000,336400000,133500000,133500000,1900000,135400000,8e+07,1138900000,59700000,0.03199,0.00788,0.00577,0.0216,0.00829,1.39813,1.92619,1.60649,0.22103,0.61795,0.61439,107.08683,28.38784,0.86397,0.06078,0.01451,0.01846,0.09836,3.3325,4.5729
"28","2017_Q1",37.6170967741935,"Down",7792200000,-7569900000,222300000,-198300000,-188300000,2.4e+07,-21900000,-13200000,-8700000,2100000,2100000,9.31322574615479e-10,2100000,2100000,1e+05,2199999.99999999,2199999.99999999,698600000,698600000,2.344e+09,2.344e+09,4.58e+08,3.36e+08,46500000,230600000,3836600000,311200000,1264900000,429100000,835800000,1576100000,5412700000,2076400000,1770400000,3.06e+08,15400000,2182600000,1170800000,119100000,119100000,1289900000,3472500000,400600000,1679300000,-154800000,1925100000,1.5e+07,1940100000,5412600000,2e+06,23900000,-1400000.00000001,-39800000,-15300000,1e+05,-164700000,-3900000,-169500000,-4100000,48200000.0000001,-6200000,15100000,-169700000,-169700000,-4500000,-174200000,47900000,1186200000,8199999.99999999,0.02853,0.00308,0.000280000000000001,0.00113,0.00041,3.72727,1.75781,1.78986,0.21915,0.0318400000000001,0.0315600000000001,112.767,27.85962,0.11867,0.05933,0.00194,0.00253,1.86364,10.17954,20.31667
