"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",10.7707936507937,"Up",618633000,-140472000,478161000,-414202000,-206883000,-207319000,63959000,-1953000,-1953000,-1953000,62006000,62006000,-10135000,51871000,51871000,51871000,51871000,3245368.39332753,3245368.39332753,23350249.1087527,23350249.1087527,55664851.4499837,134983767.877535,131276912.11644,217244236.829599,174074106.997167,448134620.93999,311344640.897917,103120353.299609,33669626.742464,622208727.937158,839452964.766757,417750856.744045,12345135.9397269,346356605.869394,3926159.12394294,-43994020.552498,-43994020.552498,377682995.31549,235407591.839118,61046902.1976436,23726403.6175296,296454494.036762,674137489.352252,176921961.209744,97244750.0732347,-108851235.868474,165315475.414505,165315475.414505,839452964.766757,51871000,17262000,2743000,15557000,87433000,-11620000,-11699000,-2951000,-26122000,-28010000,2606000,-38532000,37202000,37202000,-22732000,14470000,81221000,0,95293000,0.77293,0.10339,0.08385,0.319284216849451,0.0931048645908049,1.83712,0.722353218609291,2.68258357894025,0.248240620411699,0.21555,0.20691,2.57078,0.68064733873834,0.396,0.168041944954365,0.547653175031508,1.61430305622133,1.83109857497425
"2","2010_Q3",12.620625,"Up",688806000,-136561000,552245000,-435890000,-211110000,-224780000,116355000,-2146000,-2146000,-2146000,114209000,114209000,-32034000,82175000,82175000,82175000,82175000,170218000,170218000,85411000,85411000,152035000,167643000,114097000,575307000,167320000,454551000,311091000,102899000,40561000,621871000,1197178000,387651000,48318000,310207000,3071000,51770000,51770000,442492000,240280000,120290000,23659000,360570000,803062000,232853000,200389000,-39126000,394116000,394116000,1197178000,82175000,17141000,-6786000,-9330000,83200000,-12291000,-11526000,-3764000,-48698000,-51210000,1857000,-62601000,9072999.99999999,9072999.99999999,-4126000,4947000,133496000,243351000,143909000,0.80174,0.16892,0.1193,0.2085,0.06864,1.75125,1.30015,2.03763,0.20327,0.34512,0.32332,2.89288,1.65523,0.6044,0.12428,0.18991,0.54783,0.62853
"3","2010_Q4",15.54640625,"Up",688431000,-133265000,555166000,-454211000,-230150000,-224061000,100955000,-2192000,-2192000,-2192000,98763000,98763000,-19879000,78884000,78884000,78884000,78884000,193490000,193490000,91394000,91394000,183144000,153953000,97716000,621981000,169308000,457067000,310992000,102899000,43176000,626375000,1248356000,405656000,50068000,338986000,3232000,54637000,54637000,463525000,205894000,118348000,23476000,324242000,787767000,247307000,237918000,-24636000,460589000,460589000,1248356000,78884000,17352000,8232000,-3980000,100488000,-18224000,-19281000,-34750000,-19822000,-26943000,2109000,-67336000,13871000,13871000,9401000,23272000,118307000,209126000,115982000,0.80642,0.14665,0.11459,0.17127,0.06319,1.47029,1.34185,1.71035,0.16752,0.33288,0.31248,2.90512,1.94364,0.48943,0.11897,0.14717,0.13216,0.15488
"4","2011_Q1",16.9516129032258,"Up",738356000,-148513000,589843000,-483600000,-239512000,-244088000,106243000,-1126000,-1126000,-3373000,105117000,105117000,-25164000,79953000,79953000,79953000,79953000,190550000,190550000,85612000,85612000,182467000,136957000,93963000,595586000,177427000,459207000,310894000,102899000,45414000,636634000,1232220000,432551000,43784000,373384000,3120000,35145000,35145000,470816000,175046000,99146000,23407000,274192000,745008000,248811000,265686000,-27285000,487212000,487212000,1232220000,79953000,16866000,-12479000,32414000,116754000,-25875000,-26630000,-30986000,-50057000,-53845000,2365000,-93484000,-3360000,-3360000,420000,-2940000,123109000,178166000,154812000,0.79886,0.14389,0.10829,0.1641,0.06489,1.93629,1.26501,1.52912,0.14459,0.33833,0.31395,3.12444,2.0617,0.65511,0.12395,0.20249,-0.10059,-0.11656
"5","2011_Q2",23.5968253968254,"Up",795096000,-162793000,632303000,-508903000,-244526000,-264377000,123400000,-2648000,-2648000,-2648000,120752000,120752000,-33184000,87568000,87568000,87568000,87568000,260766000,260766000,107893000,107893000,184321000,152755000,110400000,705735000,187733000,464536000,310815000,102899000,50822000,652269000,1358004000,436204000,53725000,364139000,1753000,56928000,56928000,494885000,181188000,101633000,23216000,282821000,777706000,262736000,329636000,-12074000,580298000,580298000,1358004000,87568000,18562000,2928000,-1541000,107517000,-28323000,-28520000,4776000,-7276000,-8965000,1278000,-16041000,62956000,62956000,7260000,70216000,141962000,182941000,145282000,0.79525,0.1552,0.11014,0.1509,0.06448,1.65908,1.42606,1.34018,0.13471,0.3704,0.35362,3.36318,2.4546,0.61453,0.11838,0.16798,-0.54821,-0.63067
"6","2011_Q3",26.581875,"Up",879654000,-171023000,708631000,-555457000,-266225000,-289232000,153174000,-855000,-855000,-855000,152319000,152319000,-40688000,111631000,111631000,111631000,111631000,254467000,254467000,116555000,116555000,219034000,148562000,104815000,738618000,185887000,475114000,312155000,104959000,5.8e+07,661001000,1399619000,477976000,64904000,399739000,1781000,62908000,62908000,542665000,158797000,102106000,23112000,260903000,803568000,271867000,331100000,-6916000,596051000,596051000,1399619000,111631000,18095000,-2998000,16402000,143130000,-15915000,-17773000,-22405000,-99731000,-106322000,12537000,-133469000,-8112000,-8112000,1813000,-6299000,171269000,160578000,212444000,0.80558,0.17413,0.1269,0.18728,0.07976,1.90309,1.36109,1.34815,0.11473,0.46899,0.43133,3.69565,2.50416,0.89253,0.15779,0.24739,-0.5482,-0.61296
"7","2011_Q4",26.1580952380952,"Down",895218000,-175308000,719910000,-568563000,-277721000,-290842000,151347000,-345000,-345000,-345000,151002000,151002000,-42980000,108022000,108022000,108022000,108022000,258775000,258775000,89660000,89660000,247696000,172688000,117073000,768819000,193703000,483687000,311764000,105490000,66433000,677390000,1446209000,515445000,57095000,426935000,1542000,31702000,31702000,548689000,202079000,135253000,39203000,337332000,886021000,292066000,305931000,-37809000,560188000,560188000,1446209000,108022000,17783000,-2374000,19548000,142979000,-17063000,-15535000,61433000,-145841000,-153508000,4487000,-103409000,24035000,24035000,-16981000,7054000,169130000,203621000,214595000,0.80417,0.16906,0.12067,0.19283,0.07469,1.98659,1.40119,1.58165,0.1408,0.46179,0.43401,3.82706,2.39481,0.91739,0.14627,0.23869,-0.3261,-0.36442
"8","2012_Q1",29.6711290322581,"Up",884569000,-170960000,713609000,-579260000,-286151000,-293109000,134349000,1357000,1357000,-6016000,135706000,135706000,-27968000,107738000,107738000,107738000,107738000,258775000,258775000,89660000,89660000,247696000,189554000,134605000,785685000,193703000,483687000,311764000,105490000,66433000,677390000,1463075000,546313000,57095000,426935000,1542000,31702000,31702000,579557000,202079000,133295000,39203000,335374000,914931000,292066000,293887000,-37809000,548144000,548144000,1463075000,107738000,17413000,-7405000,-832000.000000004,116914000,-28810000,-30258000,-18469000,-46529000,-52844000,2221000,-86089000,567000,567000,-3313000,-2746000,151762000,203621000,150088000,0.80673,0.15188,0.1218,0.19655,0.07364,1.39308,1.35566,1.66914,0.13917,0.46446,0.44258,3.81336,2.36304,0.64703,0.14807,0.16958,-0.36342,-0.41053
"9","2012_Q2",25.8414285714286,"Down",964175000,-196144000,768031000,-613926000,-296393000,-317533000,154105000,-1373000,-1373000,-1373000,152732000,152732000,-44801000,107931000,107931000,107931000,107931000,257441032.528509,257441032.528509,99793442.4492101,99793442.4492101,242917787.263747,196153095.502125,139959172.277356,796305357.74359,197115134.181842,483996513.812004,311676305.723326,105491371.392999,66828836.695679,681111647.993846,1477417005.73744,538423969.716011,68046530.8084938,421180342.008405,-10733540.8091738,36180857.4087832,36180857.4087832,563871286.31562,391196315.22686,134871998.562173,37354405.9622697,526068313.789032,1089939600.10465,286972396.854282,139901184.961327,-39396176.1830276,387477405.632784,387477405.632784,1477417005.73744,107931000,18590000,-17236000,11083000,120368000,-24676000,-27228000,28158000,-65814000,-72942000,20675000,-52153000,40987000,40987000,6099000,47086000,172695000,0,203903000,0.79657,0.15983,0.11194,0.385879451084612,0.0843918494174391,1.8892,1.41756751413813,3.43347501644436,0.25683250755243,0.46446,0.44099,4.1491,1.64267033959817,0.87745,0.170383896679753,0.201931369837907,0.512991185881861,0.549661221256335
"10","2012_Q3",24.2109523809524,"Down",1031948000,-203737000,828211000,-641505000,-306310000,-335195000,186706000,-3169000,-3169000,-3169000,183537000,183537000,-51586000,131951000,131951000,131951000,131951000,286166000,286166000,108633000,108633000,262386000,188917000,131919000,846102000,196787000,487903000,311428000,105490000,70985000,684690000,1530792000,529269000,79031000,433882000,763000,36298000,36298000,566330000,555051000,138692000,38746000,693743000,1260073000,288162000,25484000,-42927000,270719000,270719000,1530792000,131951000,18023000,-10172000,-2727000,137075000,-1.5e+07,-15057000,324031000,-429466000,-432694000,6537000,-134036000,-12018000,-12018000,-7677000,-19695000,204729000,555814000,238588000,0.80257,0.18093,0.12787,0.48741,0.0862,1.80816,1.49401,4.65454,0.36309,0.56602,0.54082,4.42664,1.16128,1.02345,0.17311,0.24718,1.3171,1.44424
"11","2012_Q4",22.3374193548387,"Down",1016887000,-201597000,815290000,-654447000,-324200000,-330247000,160843000,-3546000,-3546000,-3546000,157297000,157297000,-45424000,111873000,111873000,111873000,111873000,321722000,321722000,114161000,114161000,313581000,175723000,124095000,925187000,198562000,494348000,311283000,105490000,77575000,692910000,1618097000,574674000,80119000,481054000,50384000,38890000,38890000,663948000,450053000,132691000,41166000,582744000,1246692000,297987000,110043000,-36625000,371405000,371405000,1618097000,111873000,18789000,9714000,2071000,142447000,-19310000,-20167000,-55380000,-232000,-695000,-3599000,-91588000,30692000,30692000,4864000,35556000,179632000,500437000,207817000,0.80175,0.15817,0.11002,0.30122,0.06914,1.85762,1.39346,3.35669,0.30928,0.5143,0.49169,4.67483,1.70742,0.95538,0.1436,0.20688,0.9949,1.11111
"12","2013_Q1",18.923,"Down",1059290000,-211122000,848168000,-688422000,-332797000,-355625000,159746000,-2412000,-2412000,-8612000,157334000,157334000,-45089000,112245000,112245000,112245000,112245000,333534000,333534000,116139000,116139000,339411000,194963000,145624000,984047000,242886000,497210000,311186000,105490000,80534000,740096000,1724143000,656628000,75209000,520094000,56302000,49432000,49432000,762362000,431305000,134993000,42557000,566298000,1328660000,304082000,123096000,-31695000,395483000,395483000,1724143000,112245000,18998000,24094000,12573000,167910000,-62214000,-62548000,-12708999.9999999,-49888000,-50469000,1587000,-93423000,11939000,11939000,-186000.000000002,11753000,178744000,487607000,174192000,0.80069,0.1508,0.10596,0.28382,0.0651,1.55189,1.29079,3.35959,0.28281,0.51924,0.49459,4.90022,1.82948,0.8058,0.14209,0.1711,0.86198,0.96449
"13","2013_Q2",20.93390625,"Up",1123647000,-225977000,897670000,-728749000,-364720000,-364029000,168921000,-5373000,-5373000,-5373000,163548000,163548000,-44675000,118873000,118873000,118873000,118873000,722474000,722474000,112041000,112041000,334412000,196995000,146373000,1365922000,246682000,496604000,311090000,105490000,80024000,743286000,2109208000,634542000,79109000,483999000,62807000,44684000,44684000,742033000,912517000,136967000,44550000,1049484000,1791517000,299494000,59908000,-41711000,317691000,317691000,2109208000,118873000,20964000,14105000,-16315000,137627000,-24832000,-24832000,487714000,-164060000,-164485000,447000,293197000,405992000,405992000,-17052000,388940000,189885000,975324000,193413000,0.79889,0.15033,0.10579,0.37418,0.05636,1.62706,1.84078,5.63918,0.46241,0.57084,0.54999,5.39587,1.52559,0.92879,0.10474,0.13526,1.3316,1.49685
"14","2013_Q3",30.57734375,"Up",1219239000,-247224000,972015000,-779658000,-400107000,-379551000,192357000,-5559000,-5559000,-5559000,186798000,186798000,-43636000,143162000,143162000,143162000,143162000,849703000,849703000,110790000,110790000,331529000,211943000,160444000,1503965000,255206000,494832000,310993000,105490000,78349000,750038000,2254003000,671861000,77535000,545575000,68819000,51574000,51574000,792254000,893767000,134363000,41349000,1028130000,1820384000,305845000,172057000,-44283000,433619000,433619000,2254003000,143162000,21346000,19335000,29983000,213826000,-31183000,-31183000,-12736999.9999999,-695000,-1241000,-432000.000000001,-44783000,137860000,137860000,-10631000,127229000,213703000,962586000,256139000,0.79723,0.15777,0.11742,0.33016,0.06351,1.78915,1.89834,4.19812,0.42706,0.69509,0.66829,5.91973,2.10533,1.24362,0.11374,0.16735,0.52822,0.58684
"15","2013_Q4",34.4259375,"Up",1213543000,-238415000,975128000,-782988000,-409747000,-373241000,192140000,-4726000,-4726000,-4726000,187414000,187414000,-45464000,141950000,141950000,141950000,141950000,892548000,892548000,109830000,109830000,347735000,228720000,174840000,1578833000,267850000,496764000,310897000,105490000,80377000,764614000,2343447000,719284000,82989000,593801000,75061000,73618000,73618000,867963000,875018000,144875000,45326000,1019893000,1887856000,304739000,178223000,-27371000,455591000,455591000,2343447000,141950000,20897000,20331000,42353000,225531000,-35646000,-35646000,-12478000,-110091000,-110095000,-2601000,-155998000,33887000,33887000,8958000,42845000,213037000,950079000,265208000,0.80354,0.15833,0.11697,0.31157,0.06057,1.86832,1.81901,4.14375,0.40542,0.69457,0.65657,5.93791,2.22922,1.29767,0.11143,0.17104,0.27005,0.29942
"16","2014_Q1",32.9281967213115,"Down",1268871000,-251784000,1017087000,-835205000,-454526000,-380679000,181882000,-2942000,-2942000,-10942000,178940000,178940000,-55425000,123515000,123515000,123515000,123515000,9.73e+08,9.73e+08,100300000,100300000,351200000,218600000,148800000,1643100000,318900000,511700000,310800000,105500000,95400000,830600000,2473700000,772900000,82700000,646400000,81300000,68100000,68100000,922300000,8.5e+08,1.5e+08,46800000,1e+09,1922300000,3.24e+08,247200000,-19800000,551400000,551400000,2473700000,123515000,21493000,-10871000,61779000,195916000,-55039000,-59139000,-18799000,-30654000,-30679000,18186000,-61716000,75061000,75061000,5425000,80486000,203375000,931300000,265540000,0.80157,0.14334,0.09734,0.224,0.04993,2.14986,1.78152,3.48622,0.37648,0.61078,0.58085,6.27458,2.72668,1.3131,0.0943,0.16264,-0.20504,-0.22927
"17","2014_Q2",30.658253968254,"Down",1262600000,-251200000,1011400000,-883900000,-502100000,-381800000,127500000,-18100000,-14900000,-14900000,109400000,109400000,-34800000,74600000,74600000,74600000,74600000,1261921000,1261921000,118610000,118610000,324992000,230581000,162842000,1936104000,346363000,574122000,310729000,105490000,157903000,920485000,2856589000,730804000,87174000,611230000,87509000,83592000,83592000,901905000,1760778000,151800000,48095000,1912578000,2814483000,423616000,-359025000,-22485000,42106000,42106000,2856589000,74600000,21300000,117700000,-2.3e+07,190600000,-58500000,-61700000,1131200000,-694400000,-694500000,-146100000,260300000,389200000,389200000,-100300000,288900000,148800000,1848287000,102100000,0.80105,0.10098,0.05908,1.77172,0.02612,1.36863,2.14668,66.8428,0.64703,0.39099,0.37004,6.6174,0.22068,0.53512,0.05142,0.05,3.94063,4.59895
"18","2014_Q3",26.61390625,"Down",1306200000,-257100000,1049100000,-852600000,-461900000,-390700000,196500000,-21500000,-21500000,-21500000,1.75e+08,1.75e+08,-55400000,119600000,119600000,119600000,119600000,773517000,773517000,103782000,103782000,343447000,274043000,206654000,1494789000,363165000,577730000,310608000,105490000,161632000,940895000,2435684000,760544000,97065000,630135000,93751000,88071000,88071000,942366000,1744236000,153150000,51403000,1897386000,2839752000,398528000,-779939000,-22657000,-404068000,-404068000,2435684000,119600000,23500000,14900000,-1e+06,1.57e+08,-4.7e+07,-51400000,-18699999.9999998,-581500000,-583400000,3500000,-596700000,-491100000,-491100000,2700000,-488400000,2.2e+08,1837987000,227400000,0.80317,0.15044,0.09156,-0.29599,0.0491,1.90134,1.58621,-7.02790999999999,0.75461,0.69454,0.6557,7.58537,-2.3465,1.32056,0.07536,0.14328,4.8385,5.41715
"19","2014_Q4",21.40578125,"Down",1256200000,-2.55e+08,1001200000,-973700000,-609700000,-3.64e+08,27500000,-29600000,-19800000,-19800000,-2100000,-2100000,13300000,11200000,11200000,11200000,11200000,678134000,678134000,100560000,100560000,367827000,290311000,208589000,1436832000,358983000,568683000,310524000,105490000,152669000,927666000,2364498000,738535000,93561000,616300000,1e+08,89499000,89499000,928034000,1727919000,129106000,61582000,1857025000,2785059000,406914000,-768690000,-58785000,-420561000,-420561000,2364498000,11200000,24400000,122400000,-56100000,101900000,-34500000,-38700000,-18800000,-1e+05,-5e+05,-2500000,-21400000,41800000,41800000,-137100000,-95300000,51900000,1827919000,-5.2e+07,0.79701,0.02189,0.00892,-0.02663,0.00474,-4.64286,1.54825,-6.62225,0.77307,0.06838,0.06497,7.66911,-2.56753,-0.31746,0.00729,-0.03384,22.15385,41.81036
"20","2015_Q1",17.0749180327869,"Down",1133600000,-219600000,9.14e+08,-7.52e+08,-417400000,-334600000,1.62e+08,-2.3e+07,-2.3e+07,-35500000,1.39e+08,1.39e+08,-35700000,103300000,103300000,103300000,103300000,645400000,645400000,83600000,83600000,377700000,286700000,186100000,1393400000,366700000,594900000,310400000,102200000,182300000,961600000,2.355e+09,704800000,72400000,572700000,1e+08,7e+07,7e+07,874800000,1691800000,122800000,64600000,1814600000,2689400000,409200000,-665400000,-78200000,-334400000,-334400000,2.355e+09,103300000,2.4e+07,-8800000.00000001,-56600000,61900000,-48700000,-49500000,-25000000.0000001,-15900000,-13499999.9999999,9199999.99999999,-31700000,-19300000.0000001,-19300000.0000001,-13500000,-32800000,1.86e+08,1791800000,116400000,0.80628,0.14291,0.09113,-0.30891,0.04386,1.12682,1.59282,-8.04246,0.76085,0.63142,0.60765,6.9291,-2.04401,0.71149,0.06537,0.07366,6.16344,7.07654
"21","2015_Q2",24.2088888888889,"Up",1105400000,-215400000,8.9e+08,-754400000,-431400000,-3.23e+08,135600000,-23800000,-21500000,-21500000,111800000,111800000,-33600000,78200000,78200000,78200000,78200000,715500000,715500000,86800000,86800000,3.35e+08,290900000,191800000,1428200000,356700000,6.04e+08,310400000,96500000,197100000,960700000,2388900000,666700000,64800000,549900000,419400000,82800000,82800000,1168900000,1393400000,127800000,66900000,1521200000,2690100000,414200000,-587200000,-128200000,-301200000,-301200000,2388900000,78200000,22900000,49600000,10400000,161100000,-22800000,-16700000,-2.5e+07,-9e+06,-9e+06,2900000,-31100000,113300000,113300000,-43200000,70100000,158500000,1812800000,179700000,0.80514,0.12267,0.07074,-0.25963,0.03273,2.29795,1.22183,-8.93127,0.75884,0.47509,0.46217,6.71567,-1.82989,1.09174,0.0477,0.10961,6.92303,8.09218
"22","2015_Q3",27.3934375,"Up",1162300000,-229300000,9.33e+08,-789200000,-470500000,-318700000,143800000,-23700000,-23700000,-23700000,120100000,120100000,-37300000,82800000,82800000,82800000,82800000,749600000,749600000,96500000,96500000,321900000,292700000,192600000,1460700000,347300000,607100000,310300000,9.7e+07,199800000,954400000,2415100000,705400000,83500000,591600000,293500000,98600000,98600000,1097500000,1389500000,124500000,68200000,1.514e+09,2611500000,426400000,-504400000,-118400000,-196400000,-196400000,2415100000,82800000,25100000,47400000,42300000,197600000,-17100000,-17600000,-138800000,-1e+05,-100000.000000007,-6700000,-145600000,34400000,34400000,-300000.000000007,34100000,168900000,1.683e+09,231400000,0.80272,0.12372,0.07124,-0.42159,0.03428,2.79469,1.33093,-13.29684,0.69687,0.50121,0.48592,7.03571,-1.18886,1.40073,0.05139,0.14363,5.52635,6.49096
"23","2015_Q4",27.78171875,"Up",1102900000,-206900000,8.96e+08,-734400000,-433100000,-301300000,161600000,-24100000,-24100000,-24100000,137500000,137500000,-43900000,93600000,93600000,93600000,93600000,813200000,813200000,89900000,89900000,315600000,273400000,1.8e+08,1492100000,335800000,593600000,310200000,9.2e+07,191400000,929400000,2421500000,689600000,81400000,580200000,254700000,86200000,86200000,1030500000,1398700000,1.23e+08,73100000,1521700000,2552200000,436400000,-410800000,-156300000,-130700000,-130700000,2421500000,93600000,24600000,30500000,-14200000,134500000,-17600000,-1.7e+07,-38800000,-1600000,-1600000,-8e+05,-41200000,76300000,76300000,-12700000,63600000,186200000,1653400000,198300000,0.8124,0.14652,0.08487,-0.71614,0.03865,2.11859,1.44794,-19.52716,0.6828,0.56659,0.54609,6.67615,-0.79116,1.20036,0.05688,0.1205,4.51235,5.19926
"24","2016_Q1",25.8072131147541,"Down",1098400000,-204400000,8.94e+08,-751400000,-449500000,-301900000,142600000,-25600000,-25600000,-31200000,1.17e+08,1.17e+08,-32500000,84500000,84500000,84500000,84500000,889800000,889800000,69900000,69900000,3.32e+08,274600000,161100000,1566300000,339200000,572400000,310200000,91800000,170400000,911600000,2477900000,731100000,71100000,607400000,229500000,63800000,63800000,1024400000,1392500000,114500000,70500000,1.507e+09,2531400000,438300000,-326300000,-165500000,-53500000,-53500000,2477900000,84500000,25400000,-1900000,27500000,135500000,-21500000,-22100000,-2.5e+07,-5900000,-5900000,-1200000,-32100000,81300000,81300000,-4700000,76600000,1.68e+08,1.622e+09,206500000,0.81391,0.12983,0.07693,-1.57944,0.0341,2.44379,1.52899,-47.31589,0.65459,0.50965,0.493,6.62485,-0.32268,1.24548,0.05021,0.1227,4.35833,5.13464
