"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",37.5339682539683,"Down",3.2e+08,3.2e+08,-132100000,187900000,-131500000,-3.9e+07,-12800000,56400000,-10100000,-15100000,3900000,1100000,46300000,46300000,-6200000,40100000,40100000,39900000,39900000,72100000,72100000,111800000,111800000,102700000,103400000,88500000,3.9e+08,3319200000,2.37e+08,633900000,419600000,4190100000,4580100000,113400000,98900000,14500000,122600000,1.66e+08,47400000,118600000,4.02e+08,1253800000,1153400000,190400000,559500000,403500000,2407200000,2809200000,1249700000,545100000,-25900000,1768900000,1770900000,4580100000,40100000,39200000,3e+05,-7800000,71800000,-88200000,-88200000,-88200000,-2e+05,-2e+05,-255900000,-24900000,-5400000,141500000,-8e+05,110400000,-73700000,-73700000,-73700000,95600000,1376400000,5800000,0.58719,0.17625,0.12469,0.02253,0.00871,0.14536,0.97015,1.58631,0.30052,0.85075,0.84713,6.82303,37.71642,0.12367,0.53092,0.01507,0.00135,0.62406,13.64331,23.12589
"22","2015_Q3",36.97484375,"Down",323300000,323300000,-143700000,179600000,-140100000,-41300000,-13400000,39500000,-10800000,-16200000,4700000,7e+05,28700000,28700000,-6400000,22300000,22300000,22500000,22500000,60600000,60600000,103900000,103900000,107800000,58300000,36500000,330600000,3451500000,239200000,651700000,438300000,4342400000,4.673e+09,112500000,94800000,17700000,1.18e+08,170500000,34900000,135600000,4.01e+08,1272400000,1221200000,1.9e+08,572500000,458700000,2493600000,2894600000,1257100000,5.43e+08,-23500000,1776600000,1778400000,4.673e+09,22300000,42400000,-1400000,47200000,110500000,-52300000,-52300000,-52300000,1e+05,-15200000,-115300000,-24600000,13300000,6700000,-2100000.00000001,-6699999.99999999,-11500000,-11500000,-11500000,81900000,1390400000,83200000,0.55552,0.12218,0.06959,0.01265,0.00481,3.69778,0.82444,1.62764,0.29754,0.46296,0.46201,6.65226,36.55556,1.71193,0.50617,0.01073,0.01895,1.09333,16.23687,33.66582
"23","2015_Q4",39.07125,"Up",462500000,462500000,-240500000,2.22e+08,-136800000,-43200000,-12300000,85200000,-10500000,-17700000,5500000,1700000,74700000,74700000,-14400000,60300000,60300000,60400000,60400000,1.03e+08,1.03e+08,110700000,110700000,119100000,70500000,42500000,403300000,3639100000,239500000,649900000,4.37e+08,4528500000,4931800000,139500000,1.25e+08,14500000,49100000,129100000,34800000,94300000,317700000,1.549e+09,1241700000,189600000,593600000,458500000,2790700000,3108400000,1264900000,578800000,-2.2e+07,1821700000,1823400000,4931800000,60300000,44100000,6900000,-3.9e+07,72300000,-67400000,-67700000,-67700000,-3e+05,15400000,-163100000,-24500000,146600000,7e+06,4100000,133200000,42400000,42400000,42400000,129300000,1598100000,37300000,0.48,0.18422,0.13059,0.03312,0.01225,0.61755,1.26944,1.70473,0.32404,1.2377,1.23517,9.47746,37.32992,0.76434,0.50205,0.01821,0.008,0.40563,11.56303,17.54812
"24","2016_Q1",41.466393442623,"Up",380600000,380600000,-168200000,212400000,-182800000,-46500000,-49200000,29600000,-12500000,-15900000,2200000,1200000,17100000,17100000,1700000,18800000,18800000,18300000,18300000,9.7e+07,9.7e+07,121200000,121200000,117100000,35700000,35700000,3.71e+08,3669100000,199100000,655300000,440100000,4523500000,4894500000,107400000,88800000,18600000,37300000,130100000,4.4e+07,86100000,274800000,1556700000,1240600000,206800000,579800000,4.54e+08,2797300000,3072100000,1271400000,573300000,-24500000,1820200000,1822400000,4894500000,18800000,45800000,40300000,-19400000,85500000,-78500000,-78600000,-78600000,-2e+05,3100000,-84500000,-23900000,7700000,6e+06,3200000,-7e+06,-6e+06,-6e+06,-6e+06,75400000,1.594e+09,-24200000,0.55807,0.07777,0.04808,0.01004,0.00374,-1.3224,1.35007,1.68574,0.32567,0.37423,0.37423,7.78323,37.2229,-0.49489,0.48875,0.00906,-0.0052,1.30601,19.85411,50.57432
"25","2016_Q2",45.2871875,"Up",333800000,333800000,-1.27e+08,206800000,-1.4e+08,-48100000,-13800000,66800000,-11100000,-16900000,4800000,1e+06,55700000,55700000,-9300000,46400000,46400000,45900000,45900000,9.7e+07,9.7e+07,124800000,124800000,1.16e+08,41500000,41500000,379300000,3642300000,201500000,649600000,435700000,4493400000,4872700000,73700000,58800000,14900000,15500000,1.35e+08,52200000,82800000,224200000,1551300000,1244700000,205700000,589700000,449300000,2.796e+09,3020200000,1.281e+09,593500000,-24700000,1849800000,1852500000,4872700000,46400000,49100000,1e+06,-3300000,93200000,-42400000,-42400000,-42400000,8e+05,2e+05,-42600000,-25700000,-27500000,9e+06,-6400000,-50600000,0,0,0,115900000,1566800000,79500000,0.61953,0.20012,0.13751,0.02478,0.00942,1.73203,1.69179,1.63034,0.32155,0.93293,0.93293,6.78455,37.59756,1.61585,0.52236,0.01535,0.01705,0.55991,12.68162,22.00299
"26","2016_Q3",48.89359375,"Up",314800000,314800000,-127600000,187200000,-1.45e+08,-48700000,-14300000,42200000,-12700000,-17400000,4100000,6e+05,29500000,29500000,-4700000,24800000,24800000,24800000,24800000,91900000,91900000,113600000,113600000,110400000,38400000,38400000,354300000,3631300000,201300000,670700000,4.58e+08,4503300000,4857600000,82600000,64800000,17800000,65400000,123600000,37700000,85900000,271600000,1498900000,1.235e+09,204500000,595100000,435400000,2733900000,3005500000,1283500000,592800000,-24200000,1852100000,1852100000,4857600000,24800000,50100000,900000.000000004,-22800000,5.3e+07,-32200000,-32400000,-32400000,-6e+05,1900000,-31300000,-25500000,-3100000,6200000,-4400000,-26800000,-5100000,-5100000,-5100000,92300000,1564300000,4.2e+07,0.59466,0.13405,0.07878,0.01339,0.00511,1.69355,1.30449,1.62275,0.32203,0.50304,0.50101,6.3854,37.56795,0.85193,0.51724,0.01081,0.00903,1.02823,15.95233,34.891
"27","2016_Q4",48.8150793650794,"Down",349600000,349600000,-1.54e+08,195600000,-142200000,-48900000,-12500000,53400000,-11400000,-18700000,6100000,1200000,4.2e+07,4.2e+07,-1700000,40300000,40300000,40300000,40300000,107200000,107200000,108100000,108100000,107400000,38900000,38900000,361600000,3644500000,191900000,676800000,465400000,4513200000,4874800000,87400000,72600000,14800000,186600000,130300000,36700000,93600000,404300000,1358900000,1238600000,197700000,582100000,458800000,2597500000,3001800000,1289400000,607300000,-23700000,1.873e+09,1.873e+09,4874800000,40300000,50700000,-9800000,10400000,91600000,-44700000,-44700000,-44700000,-6e+05,4e+05,-46800000,-25800000,-19500000,11800000,4e+06,-29500000,15300000,15300000,15300000,104100000,1545500000,71500000,0.5595,0.15275,0.11527,0.02152,0.00827,1.77419,0.89439,1.60267,0.31704,0.81579,0.81414,7.07692,37.91498,1.44737,0.52227,0.01419,0.01535,0.6402,13.81652,26.93446
"28","2017_Q1",52.7811290322581,"Up",341500000,341500000,-134200000,207300000,-146200000,-50100000,-2900000,61100000,-12700000,-17300000,3500000,1100000,48400000,48400000,-4100000,44300000,44300000,44300000,44300000,27500000,27500000,122500000,122500000,104200000,40300000,40300000,294500000,3741200000,191200000,6.5e+08,436600000,4582400000,4876900000,91600000,7.4e+07,17600000,187700000,120200000,46500000,73700000,399500000,1370400000,1.214e+09,210900000,554600000,448500000,2584400000,2983900000,1295300000,625900000,-28200000,1.893e+09,1.893e+09,4876900000,44300000,5.1e+07,-9900000,8800000,94200000,-145600000,-146100000,-146100000,0,-2100000,-155500000,-25700000,-1500000,3900000,4900000,-18400000,-79700000,-79700000,-79700000,112100000,1558100000,-20600000,0.60703,0.17892,0.12972,0.0234,0.00908,-0.46501,0.73717,1.57628,0.31949,0.89858,0.88956,6.92698,38.39757,-0.41785,0.5213,0.01501,-0.00442,0.58014,13.65388,25.05074
"29","2017_Q2",57.6520634920635,"Up",365600000,365600000,-144800000,220800000,-148200000,-50500000,-14400000,72600000,-10500000,-17200000,6100000,6e+05,62100000,62100000,-13100000,4.9e+07,4.9e+07,4.9e+07,4.9e+07,81800000,81800000,122800000,122800000,110500000,45500000,45500000,360600000,3745300000,197900000,638100000,426100000,4581300000,4941900000,7.4e+07,59200000,14800000,163900000,126700000,56100000,70600000,364600000,1370200000,1205600000,195100000,568600000,441900000,2575800000,2940400000,1381200000,6.48e+08,-27700000,2001500000,2001500000,4941900000,4.9e+07,52100000,5400000,-7800000,98700000,-36600000,-36700000,-36700000,-2e+05,-1200000,-41100000,-26900000,-2.5e+07,70600000,-2.2e+07,-3300000,54300000,54300000,54300000,124700000,1534100000,93400000,0.60394,0.19858,0.13403,0.02448,0.00992,1.90612,0.98903,1.4691,0.31043,0.9761,0.97222,7.28287,39.87052,1.86056,0.53586,0.01601,0.0197,0.54898,11.64635,20.00413
"30","2017_Q3",61.2465079365079,"Up",353300000,353300000,-1.49e+08,204300000,-151300000,-50100000,-14200000,5.3e+07,-8800000,-16700000,5300000,2600000,44200000,44200000,-7300000,36900000,36900000,36900000,36900000,84200000,84200000,120100000,120100000,103400000,38800000,38800000,346500000,3745600000,199300000,640100000,429300000,4.585e+09,4931500000,78500000,6.1e+07,17500000,117700000,109200000,39100000,70100000,305400000,1401400000,1207700000,195800000,5.77e+08,434900000,2609100000,2914500000,1386500000,657800000,-27300000,2.017e+09,2.017e+09,4931500000,36900000,51100000,3e+06,-5300000,85700000,-42500000,-44400000,-44400000,-4e+05,1200000,-43600000,-27100000,-15800000,3800000.00000001,9e+05,-38200000,3900000,3900000,3900000,104100000,1519100000,63600000,0.57826,0.15001,0.10444,0.01829,0.00748,1.72358,1.13458,1.44497,0.30804,0.72495,0.72211,6.94106,39.62672,1.24951,0.53242,0.01349,0.01341,0.73442,13.78386,27.07358
"31","2017_Q4",64.0533333333333,"Up",362500000,362500000,-148400000,214100000,-146100000,-50900000,-14100000,6.8e+07,-8900000,-16600000,5900000,1800000,59100000,59100000,-14200000,44900000,44900000,44900000,44900000,104400000,104400000,136700000,136700000,102600000,44200000,44200000,387900000,3746300000,201800000,642500000,413600000,4590600000,4978500000,89900000,75300000,14600000,64100000,136500000,51800000,84700000,290500000,1444600000,1200700000,195200000,592900000,412600000,2645300000,2935800000,1394300000,675300000,-26900000,2042700000,2042700000,4978500000,44900000,51800000,9200000,16900000,122800000,-51200000,-49200000,-49200000,-1e+05,3300000,-6.7e+07,-27400000,-11300000,6100000,-2e+05,-32800000,2.3e+07,2.3e+07,2.3e+07,119800000,1508700000,99700000,0.59062,0.18759,0.12386,0.02198,0.00902,2.22049,1.33528,1.43722,0.30304,0.88039,0.87695,7.10784,40.05294,1.9549,0.53725,0.01521,0.02098,0.61024,11.72204,20.65147
"32","2018_Q1",58.5904918032787,"Down",337900000,337900000,-173400000,164500000,-132200000,-2.6e+07,-13500000,32300000,-10800000,-17300000,5200000,1300000,21500000,21500000,19900000,41400000,41400000,41400000,41400000,98900000,98900000,135100000,135100000,95900000,37600000,37600000,367500000,3822400000,171800000,718300000,492400000,4712500000,5.08e+09,153900000,136300000,17600000,64100000,133200000,5e+07,83200000,351200000,1439200000,1221400000,191800000,230500000,799100000,2660600000,3011800000,1401400000,689400000,-22600000,2068200000,2068200000,5.08e+09,41400000,27100000,8200000,1.9e+07,95700000,-78200000,-78200000,-78200000,2200000,1e+06,-77300000,-27300000,-6e+06,5500000,0,-27800000,-9400000,-9400000,-9400000,59400000,1503300000,-19700000,0.48683,0.09559,0.12252,0.02002,0.00815,-0.47585,1.04641,1.45624,0.29593,0.81018,0.80702,6.61252,40.47358,-0.38552,0.53425,0.01433,-0.00411,0.65942,23.6431,43.47988
"33","2018_Q2",62.63609375,"Up",358200000,358200000,-152200000,2.06e+08,-148600000,-45800000,-16300000,57400000,-10100000,-16900000,4700000,2100000,47300000,47300000,3700000,5.1e+07,5.1e+07,5.1e+07,5.1e+07,98500000,98500000,128200000,128200000,143100000,33800000,33800000,403600000,3786100000,172900000,709500000,4.85e+08,4668500000,5072100000,102700000,88100000,14600000,106200000,190700000,60500000,130200000,399600000,1396500000,1178700000,175200000,229700000,773800000,2575200000,2974800000,1407400000,717800000,-27900000,2097300000,2097300000,5072100000,5.1e+07,47300000,2600000,20400000,121300000,-87900000,-88100000,-88100000,-2e+06,2500000,-8.9e+07,-28700000,-1900000,4300000,-2e+05,-26500000,5800000,5800000,5800000,104700000,1502700000,33500000,0.5751,0.16025,0.14238,0.02432,0.01006,0.65686,1.01001,1.4184,0.29627,0.99609,0.99222,6.99609,40.96289,0.6543,0.56055,0.01668,0.00701,0.56275,13.41165,24.46341
"34","2018_Q3",64.64,"Up",344100000,344100000,-150300000,193800000,-157300000,-56100000,-14400000,36500000,-10600000,-17100000,4300000,2200000,25900000,25900000,5400000,31300000,31300000,31300000,31300000,121900000,121900000,132400000,132400000,145400000,24300000,24300000,4.24e+08,3809300000,176100000,705300000,479500000,4690700000,5114700000,1.23e+08,1.05e+08,1.8e+07,56700000,170500000,4.2e+07,128500000,350200000,1462200000,1194100000,175200000,228500000,790400000,2656300000,3006500000,1415400000,720400000,-27600000,2108200000,2108200000,5114700000,31300000,56900000,-5400000,-9700000,73100000,-44100000,-45300000,-45300000,-6e+05,-2500000,-49500000,-28700000,1.6e+07,6400000,-4e+05,-6700000,16900000,16900000,16900000,93400000,1518900000,34200000,0.56321,0.10607,0.09096,0.01485,0.00612,1.09265,1.21074,1.4261,0.29697,0.61014,0.60777,6.7076,41.09552,0.66667,0.55945,0.01245,0.00709,0.91693,14.95717,38.27397
"35","2018_Q4",65.6333333333333,"Up",3.48e+08,3.48e+08,-159800000,188200000,-144900000,-51500000,-13100000,43300000,-12200000,-17600000,4e+06,1400000,31100000,31100000,-4e+05,30700000,30700000,30700000,30700000,1.28e+08,1.28e+08,129400000,129400000,154800000,27200000,27200000,439400000,3846500000,177700000,699700000,4.75e+08,4723900000,5163300000,147300000,131800000,15500000,56600000,198800000,53900000,144900000,402700000,1461700000,1182800000,173600000,231300000,777900000,2644500000,3047200000,1421100000,722300000,-27300000,2116100000,2116100000,5163300000,30700000,52900000,2400000,17700000,103700000,-6.9e+07,-67600000,-67600000,-6e+05,1400000,-69300000,-28800000,-9e+05,3900000,1e+05,-25700000,8700000,8700000,8700000,96200000,1518300000,45300000,0.5408,0.12443,0.08822,0.01451,0.00595,1.47557,1.09113,1.44001,0.29406,0.59728,0.59496,6.77043,41.16926,0.88132,0.56031,0.01235,0.0094,0.93811,14.45218,32.10855
"36","2019_Q1",67.3181967213115,"Up",448300000,448300000,-233100000,215200000,-151200000,-52200000,-352600000,6.4e+07,-9700000,-16300000,4500000,2100000,54300000,54300000,6800000,61100000,61100000,61100000,61100000,69100000,69100000,144400000,144400000,86700000,34100000,34100000,334300000,3904400000,210200000,716100000,492800000,4830700000,5.165e+09,167700000,149800000,17900000,57500000,179900000,51400000,128500000,405100000,1428500000,1175600000,177300000,223600000,774700000,2604100000,3009200000,1428500000,754600000,-27300000,2155800000,2155800000,5.165e+09,61100000,4.3e+07,-3700000,32800000,133200000,-111400000,-111400000,-111400000,1e+05,-33100000,-139400000,-28800000,-33100000,5700000,-1e+05,-56300000,-62500000,-62500000,-62500000,1.07e+08,1.486e+09,21600000,0.48004,0.14276,0.13629,0.02834,0.01183,0.35352,0.82523,1.39586,0.28771,1.19103,1.18641,8.73879,42.02339,0.42105,0.5614,0.01866,0.00448,0.47136,13.24206,22.13906
"37","2019_Q2",70.8712698412698,"Up",357200000,357200000,-158700000,198500000,-134300000,-51900000,-6200000,64200000,-10900000,-16500000,5600000,-2931989.08708917,53300000,73400000,-2900000,70500000,70500000,70500000,70500000,353300000,353300000,98900000,98900000,73800000,30400000,30400000,556400000,3940500000,154800000,567100000,5.66e+08,4662400000,5218800000,149300000,134400000,14900000,14300000,158800000,60300000,98500000,322400000,1.525e+09,1172700000,165200000,215500000,7.92e+08,2697700000,3020100000,1431100000,794800000,-27200000,2198700000,2198700000,5218800000,70500000,52600000,-31300000,-12700000,79100000,-89300000,-89300000,-89300000,1e+05,9600000,185100000,-30300000,56200000,8e+05,-4700000,2.2e+07,286200000,286200000,286200000,116800000,1539300000,17700000,0.55571,0.17973,0.19737,0.03206,0.01351,0.25106,1.72581,1.37358,0.29495,1.36628,1.36364,6.92248,42.61047,0.34302,0.58721,0.02053,0.0036,0.42979,10.15411,18.47352
"38","2019_Q3",74.615625,"Up",290400000,290400000,-123600000,166800000,-126400000,-50200000,-9500000.00000003,40400000,-11500000,-16300000,4800000,1.86264514923096e-09,28900000,29400000,4800000,34200000,34200000,34200000,34200000,203100000,203100000,87400000,87400000,78200000,28600000,28600000,397300000,4062900000,160200000,556100000,5.55e+08,4779200000,5176500000,168100000,150400000,17700000,27700000,100800000,41300000,59500000,296600000,1505900000,1.169e+09,163900000,213500000,791600000,2674900000,2971500000,1433300000,798600000,-26900000,2.205e+09,2.205e+09,5176500000,34200000,51400000,-48300000,-21200000,16100000,-146700000,-146700000,-146700000,-2.3283064365387e-10,8100000,-139100000,-30400000,-6000000.00000001,7e+05,99999.9999999981,-35600000,-158600000,-158600000,-158600000,91800000,1533600000,-80900000,0.57438,0.13912,0.11777,0.01551,0.00661,-2.3655,1.33951,1.34762,0.29626,0.66279,0.66151,5.62791,42.73256,-1.56783,0.58915,0.01316,-0.01648,0.88889,14.49346,32.93317
"39","2019_Q4",72.2453125,"Down",288300000,288300000,-131200000,157100000,-131700000,-49500000,-24100000,25400000,3400000,-16100000,4900000,14600000,28800000,28800000,2400000,31200000,31200000,31200000,31200000,100300000,100300000,85100000,85100000,84600000,26100000,26100000,296100000,4210700000,183300000,585700000,584700000,4979700000,5275800000,158500000,143500000,1.5e+07,212700000,112100000,53400000,58700000,483300000,1404900000,1179800000,162400000,213900000,803500000,2584700000,3.068e+09,1435100000,799500000,-26800000,2207800000,2207800000,5275800000,31200000,46300000,4500000,-8e+05,81200000,-185300000,-185300000,-185300000,0,-22600000,-2.06e+08,-30300000,83700001,2e+05,-2e+05,53400001,-71399999,-71399999,-71399999,71700000,1617600000,-116800000,0.54492,0.0881,0.10822,0.01413,0.00591,-3.74359,0.61266,1.38962,0.30661,0.60465,0.60348,5.58721,42.78682,-2.26357,0.58721,0.01229,-0.02334,0.97115,21.16179,59.73622
"40","2020_Q1",66.5077419354839,"Down",304600000,304600000,-127600000,1.77e+08,-127200000,-50400000,-277800000,49800000,-5500000,-1.6e+07,6400000,4100000,44300000,47300000,2300000,49600000,49600000,49700000,49700000,69300000,69300000,96400000,96400000,72800000,3.1e+07,3.1e+07,269500000,4.377e+09,197600000,638700000,638700000,5213300000,5482800000,183300000,165200000,18100000,212900000,111200000,50800000,60400000,507400000,1400900000,1238900000,172800000,212800000,853300000,2639800000,3147200000,1436700000,818800000,-23600000,2231900000,2335600000,5482800000,49600000,50300000,-7599999.99999999,-21799999,70500001,-175800000,-175800000,-175800000,-38100000,28700000,-182700000,-30400000,-4200001,2e+05,103900000,69499999,-42700000,-42700000,-42700000,100100000,1613800000,-99799999,0.58109,0.16349,0.16316,0.02128,0.00906,-2.00805,0.53114,1.34749,0.29434,0.96318,0.96132,5.9031,43.25388,-1.93411,0.58915,0.01544,-0.01924,0.61167,15.42957,31.01406
"41","2020_Q2",50.3930158730159,"Down",311600000,311600000,-124400000,187200000,-1.27e+08,-53400000,-12600000,60200000,-9500000,-15700000,5200000,1e+06,50700000,50700000,13800000,64500000,64500000,66300000,66300000,6.7e+07,6.7e+07,99400000,99400000,7.9e+07,29400000,29400000,274800000,4496300000,225700000,622700000,622700000,5344700000,5619500000,179500000,164400000,15100000,3.23e+08,120600000,6.3e+07,57600000,623100000,1399900000,1223500000,161400000,2.07e+08,855100000,2623400000,3246500000,1441700000,853200000,-23800000,2271100000,2.373e+09,5619500000,64500000,53400000,-20300000,-9400000,88200000,-154300000,-154300000,-154300000,-2.8e+07,4e+05,-181900000,-31900000,108600000,3300000,1e+05,80100000,-13600000,-13600000,-13600000,113600000,1722900000,-63900000,0.60077,0.1932,0.21277,0.02794,0.0118,-0.9638,0.44102,1.3681,0.30659,1.2824,1.27992,6.02708,43.92843,-1.23598,0.61702,0.01846,-0.01201,0.48115,14.57658,27.50664
"42","2020_Q3",50.095,"Down",243200000,243200000,-1.02e+08,141200000,-128500000,-54500000,-1.5e+07,12700000,-4300000,-15900000,6400000,5200000,8400000,8400000,8500000,16900000,16900000,20100000,20100000,25700000,25700000,85800000,85800000,8.2e+07,29500000,29500000,2.23e+08,4644500000,267100000,625800000,625800000,5537400000,5760400000,104100000,86100000,1.8e+07,509700000,113900000,48500000,65400000,727700000,1.381e+09,1219500000,159500000,202300000,857700000,2600500000,3328200000,1447700000,841300000,-23300000,2265700000,2432200000,5760400000,16900000,54500000,-4e+05,-15900000,55100000,-265600000,-265600000,-265600000,27800000,-66499999,-304299999,-3.2e+07,167900000,4600000,67200000,207700000,-41499999,-41499999,-41499999,67200000,1890700000,-222800000,0.58059,0.05222,0.08265,0.00826,0.00349,-11.08458,0.30644,1.36839,0.32822,0.38728,0.38803,4.68593,43.65511,-4.29287,0.61657,0.0094,-0.0402,1.59204,27.75298,146.85039
"43","2020_Q4",51.5065625,"Up",293900000,293900000,-123700000,170200000,-128600000,-53400000,-195200000,41600000,-8300000,-16300000,5100000,2900000,33300000,33300000,5500000,38800000,38800000,40700000,40700000,7.9e+07,7.9e+07,9.2e+07,9.2e+07,74800000,19300000,19300000,265100000,4697500000,291800000,624100000,624100000,5613400000,5878500000,94800000,7.9e+07,15800000,404500000,130700000,6e+07,70700000,6.3e+08,1.608e+09,1194900000,157500000,204800000,832600000,2802900000,3432900000,1454200000,849900000,-23100000,2.281e+09,2445600000,5878500000,38800000,53400000,-8e+05,7200001,98600001,-120900000,-120900000,-120900000,-2e+05,-23900001,-145000001,-32100000,123500000,4900000,-2200000,94100000,47700000,47700000,47700000,9.5e+07,2012500000,-24199999,0.57911,0.14154,0.13848,0.01664,0.00692,-0.59459,0.42079,1.4037,0.34235,0.78571,0.78119,5.67375,44.03475,-0.46718,0.61969,0.01288,-0.00427999999999999,0.7887,20.35263,46.47837
"44","2021_Q1",60.1545901639344,"Up",320400000,335013182.843349,-142200000,178200000,-141800000,-56500000,-85300000,36400000,-6700000,-17700000,5400000,5600000,29700000,1.7e+07,15600000,32600000,32600000,38300000,38300000,44300000,44300000,111900000,111900000,74200000,24500000,24500000,254900000,4840800000,301200000,687700000,687700000,5829700000,6084600000,129800000,1.1e+08,19800000,203700000,126100000,59400000,66700000,459600000,1593200000,1231599999,225800000,195700000,810099999,2824799999,3284399999,1460900000,864800000,-31100000,2294600000,2800200000,6084599999,32600000,56400000,-2800000,-28300001,57899999,-183900000,-77716684.1300026,-77716684.1300026,-94600000,96900000,-181600000,-32200000,-216200000,5300000,346900000,103800000,-19900001,-19900001,-19900001,92800000,1796900000,-135000001,0.55618,0.11361,0.11954,0.01368,0.00629,-3.5248,0.55461,1.17292,0.29532,0.73372,0.73796,6.13793,43.95785,-2.58621,0.61686,0.0121,-0.02316,0.84073,18.88578,48.14835
"45","2021_Q2",64.5814285714286,"Up",339200000,339200000,-154900000,184300000,-142300000,-5.8e+07,-84300000,4.2e+07,-9e+06,-17100000,4800000,3300000,3.3e+07,3.3e+07,10400000,43400000,43400000,51800000,51800000,1.59e+08,1.59e+08,113500000,113500000,7.4e+07,31900000,31900000,378400000,4930600000,301500000,6.64e+08,6.64e+08,5896100000,6274500000,122300000,1.07e+08,15300000,298500000,154100000,75200000,78900000,574900000,1652400000,1200800000,212500000,190200000,798100000,2853200000,3428100000,1467600000,883800000,-30700000,2320700000,2846400000,6274500000,43400000,5.8e+07,-17800000,4900000,88500000,-134400000,-134400000,-134400000,6e+05,2900000,-130900000,-32799999,153500000,5e+06,28500000,154200001,111800001,111800001,111800001,1e+08,1950900000,-39900000,0.54334,0.12382,0.15271,0.0182,0.00826,-0.77027,0.6582,1.20436,0.31093,0.99424,0.99234,6.51056,44.54319,-0.76583,0.62956,0.0141,-0.00665,0.6332,17.919,42.66429
"46","2021_Q3",63.22265625,"Down",335600000,335600000,-163900000,171700000,-143500000,-57900000,-85600000,28200000,-10500000,-17400000,5100000,1800000,17700000,17700000,4e+06,21700000,21700000,27900000,27900000,62500000,62500000,105200000,105200000,88100000,23500000,23500000,279300000,5021600000,317800000,674600000,674600000,6.014e+09,6293300000,119500000,1e+08,19500000,362600000,113400000,5.3e+07,60400000,595500000,1664600000,1191300000,210700000,188700000,791900000,2855900000,3451400000,1474100000,878800000,-30300000,2322600000,2841899999,6293299999,21699999,57800000,-10300000,-5.2e+07,17199999,-1.59e+08,-1.59e+08,-1.59e+08,-1.49011611938477e-08,-15800000,-174800000,-32900001,76200000,5100000,-499999.99999997,47899999,-109700002,-109700002,-109700002,8.6e+07,2027200000,-1.29e+08,0.51162,0.08403,0.08313,0.00982,0.00443,-4.62366,0.46902,1.21447,0.32212,0.53551,0.53448,6.44146,44.57965,-2.47601,0.63148,0.01003,-0.02129,1.17921,22.84535,69.67021
"47","2021_Q4",59.13640625,"Down",345400000,348559286.817853,-241200000,104200000,-73100000,-57500000,-15600000,31100000,-11900000,-17300000,4400000,1e+06,19200000,19200000,4900000,24100000,24100000,27600000,27600000,5.9e+07,5.9e+07,110200000,110200000,89600000,19900000,19900000,278700000,5053100000,317800000,682600000,682600000,6053500000,6332200000,117200000,101900000,15300000,377400000,151400000,67400000,8.4e+07,6.46e+08,1649400000,1182300000,207600000,187100000,787600000,2831700000,3477700000,1496500000,873400000,-29900000,2.34e+09,2854500000,6332200000,24100001,57600000,-14400000,36200000,103500001,-90900000,-140919325.381948,-140919325.381948,-3e+05,-2e+05,-91400000,-3.3e+07,0,20900000,-1900000,-1.4e+07,-1899999,-1899999,-1899999,88700000,2026800000,29100000,0.30168,0.09004,0.07991,0.00967,0.00436,1.05435,0.43142,1.21832,0.32008,0.52672,0.52571,6.5916,44.65649,0.55534,0.62977,0.00999,0.0048,1.19565,22.18489,63.27331
