ticker;name;sector;mcap in millions usd;simfin_id
PANW;Palo Alto Networks Inc;Application Software;51510.81;199345
VMW;VMWARE, INC.;Application Software;51489.30024;83200
ADSK;AUTODESK INC;Application Software;50699.88;185035
SQ;Square, Inc.;Application Software;49926.338;83293
CRWD;CrowdStrike Holdings, Inc.;Application Software;46330.58339;1039026
SHOP;SHOPIFY INC.;Application Software;46078.71811;1202864
WDAY;Workday, Inc.;Application Software;44757.38797;186213
SE;Sea Ltd;Application Software;42867.995139;1253411
FTNT;FORTINET INC;Application Software;42108.476;130256
EA;ELECTRONIC ARTS INC.;Application Software;37695.69;372651
CTSH;COGNIZANT TECHNOLOGY SOLUTIONS CORP;Application Software;36368.8;128066
TTD;Trade Desk, Inc.;Application Software;35860.4994;650768
DDOG;Datadog, Inc.;Application Software;35741.8243;963381
VEEV;VEEVA SYSTEMS INC;Application Software;35468.6887;199530
RHT;RED HAT INC;Application Software;33429.838344;94011
ZM;Zoom Video Communications, Inc.;Application Software;32579.489599;963384
RBLX;Roblox Corp;Application Software;28366.00128;1338975
CERN;CERNER CORP /MO/;Application Software;27847.91436;259186
WORK;Slack Technologies, Inc.;Application Software;26290.435541;949110
MDB;MongoDB, Inc.;Application Software;25350.668479;720635
IT;Gartner Inc;Application Software;25348.77909;447532
DASH;DoorDash, Inc.;Application Software;25342.58433;1200821
NET;Cloudflare, Inc.;Application Software;25300.3266;961018
ZS;Zscaler, Inc.;Application Software;25257.9692;896477
CDW;CDW Corp;Application Software;24815.96;683318
ANSS;ANSYS INC;Application Software;24736.41192;126145
PAYC;Paycom Software, Inc.;Application Software;23013.11331;746934
ZI;ZoomInfo Technologies Inc.;Application Software;20647.242906;1205635
PLTR;Palantir Technologies Inc.;Application Software;20013.74226;1039027
TTWO;TAKE TWO INTERACTIVE SOFTWARE INC;Application Software;18644.535;372538
CA;CA, INC.;Application Software;18585.797812;262416
SPLK;SPLUNK INC;Application Software;18171.21887;51255
HUBS;HUBSPOT INC;Application Software;17935.78464;504719
TYL;TYLER TECHNOLOGIES INC;Application Software;17050.275;693134
NUAN;Nuance Communications Inc;Application Software;16482.78412;448077
OKTA;Okta, Inc.;Application Software;16301.21112;708398
SSNC;SS&C Technologies Holdings Inc;Application Software;15931.25;721918
AKAM;AKAMAI TECHNOLOGIES INC;Application Software;15865.12656;69211
TWLO;TWILIO INC;Application Software;15820.500681;670420
U;Unity Software Inc.;Application Software;15473.47716;1039024
PCTY;Paylocity Holding Corp;Application Software;14990.01789;1054411
DATA;Tableau Software Inc;Application Software;14827.528475;711049
DOCU;DOCUSIGN INC;Application Software;14729.36082;810159
PTC;PTC INC.;Application Software;14501.97152;148538
AZPN;Aspen Technology Inc;Application Software;14363.97025;445871
LDOS;Leidos Holdings, Inc.;Application Software;14272.02;902720
LVGO;Livongo Health, Inc.;Application Software;14020.04916;936620
NLOK;NortonLifeLock Inc.;Application Software;13993.38;427444
FICO;Fair Isaac Corp;Application Software;13623.97883;446774
CTXS;CITRIX SYSTEMS INC;Application Software;13081.5867;131663
BSY;BENTLEY SYSTEMS INC;Application Software;12776.746048;1209290
DT;Dynatrace, Inc.;Application Software;12074.90457;1251549
PATH;UiPath, Inc.;Application Software;11271.5616;1253258
OTEX;OPEN TEXT CORP;Application Software;10862.81192;714157
CDAY;Ceridian HCM Holding Inc.;Application Software;10557.130852;1050283
TOST;Toast, Inc.;Application Software;10516.749108;1307361
ULTI;ULTIMATE SOFTWARE GROUP INC;Application Software;10497.617013;373736
BKI;Black Knight, Inc.;Application Software;10459.65;889703
FFIV;F5 NETWORKS INC;Application Software;10370.94675;60283
MANH;MANHATTAN ASSOCIATES INC;Application Software;9757.87;105128
PLAN;Anaplan, Inc.;Application Software;9551.66121;925650
ZEN;Zendesk, Inc.;Application Software;9407.16378;747270
ZNGA;ZYNGA INC;Application Software;9201.682;418866
CLVT;CLARIVATE Plc;Application Software;9082.228374;1328920
RP;REALPAGE INC;Application Software;9057.560187;243720
DBX;DROPBOX, INC.;Application Software;8945.937;808182
CFLT;Confluent, Inc.;Application Software;8843.388184;1334959
CHNG;Change Healthcare Inc.;Application Software;8102.015178;987613
AVLR;AVALARA, INC.;Application Software;8094.988;989057
FIVN;Five9, Inc.;Application Software;7948.48208;901361
ESTC;Elastic N.V.;Application Software;7879.779768;917843
LDOS_old;Leidos, Inc.;Application Software;7368.875214;625661
CNXC;Concentrix Corp;Application Software;7059.62724;1234046
YNDX;Yandex N.V.;Application Software;6880.213929;1205993
JCOM;J2 GLOBAL, INC.;Application Software;6831.441129;625587
GWRE;Guidewire Software, Inc.;Application Software;6824.036041;37120
CSRA;CSRA Inc.;Application Software;6758.570069;378123
CDK;CDK Global, Inc.;Application Software;6636.912;749032
CACI;CACI INTERNATIONAL INC /DE/;Application Software;6608.41545;254661
INOV;Inovalon Holdings, Inc.;Application Software;6374.414392;497806
SAIL;Sailpoint Technologies Holdings, Inc.;Application Software;6128.58036;902180
STMP;STAMPS.COM INC;Application Software;6038.172395;650092
QLYS;QUALYS, INC.;Application Software;6027.6328;1059904
MDSO;Medidata Solutions, Inc.;Application Software;5759.73013;497390
SYNA;SYNAPTICS Inc;Application Software;5682.268;260659
NATI;NATIONAL INSTRUMENTS CORP;Application Software;5582.4579;56422
COUP;Coupa Software Inc;Application Software;5558.27919;811353
MNDT;Mandiant, Inc.;Application Software;5405.5144;276492
SAIC;Science Applications International Corp;Application Software;5323.329;54785
HQY;HEALTHEQUITY INC;Application Software;5225.32818;52958
ASAN;Asana, Inc.;Application Software;5065.8448;1070494
DOCN;DigitalOcean Holdings, Inc.;Application Software;4935.4713;1202261
OMCL;OMNICELL, Inc;Application Software;4923.78565;495083
TENB;Tenable Holdings, Inc.;Application Software;4869.14785;896983
SMAR;SMARTSHEET INC;Application Software;4807.89579;1251882
RNG;RingCentral Inc;Application Software;4772.6721;355550
PRSP;Perspecta Inc.;Application Software;4725.820411;1057795
AYX;Alteryx, Inc.;Application Software;4677.93728;695370
CLDR;Cloudera, Inc.;Application Software;4672.511006;890662
BOX;BOX INC;Application Software;4489.3695;47121
NEWR;NEW RELIC, INC.;Application Software;4484.74592;908918
NCR;NCR CORP;Application Software;4478.19;854994
ALTR;Altair Engineering Inc.;Application Software;4442.40396;686620
PINC;Premier Inc;Application Software;4409.38168;448306
LOGM;LogMeIn, Inc.;Application Software;4218.383747;641732
COTV;Cotiviti Holdings, Inc.;Application Software;4173.158487;146741
MENT;MENTOR GRAPHICS CORP;Application Software;4111.76675;181078
BL;BLACKLINE, INC.;Application Software;4085.99053;371763
NTNX;Nutanix, Inc.;Application Software;4013.41292;544815
RPD;Rapid7, Inc.;Application Software;3984.777926;1238784
CALX;CALIX, INC;Application Software;3878.13441;1060039
APPF;APPFOLIO INC;Application Software;3854.89299;959861
ALRM;Alarm.com Holdings, Inc.;Application Software;3830.20128;819790
CSOD;Cornerstone OnDemand Inc;Application Software;3805.813912;747052
WK;WORKIVA INC;Application Software;3772.481344;618274
VRNS;VARONIS SYSTEMS INC;Application Software;3431.74045;908839
PEGA;Pegasystems Inc;Application Software;3422.02307;448267
SYNT;SYNTEL INC;Application Software;3400.871437;693332
PS;Pluralsight, Inc.;Application Software;3334.604307;698235
ENV;ENVESTNET, INC.;Application Software;3308.875013;978454
CXM;Sprinklr, Inc.;Application Software;3267.80616;1340853
VRNT;VERINT SYSTEMS INC;Application Software;3233.06166;44422
SQSP;Squarespace, Inc.;Application Software;3132.23437;1342099
CVT;CVENT HOLDING CORP.;Application Software;3048.67728;1328921
ACIW;ACI WORLDWIDE, INC.;Application Software;3039.87519;1057787
XRX;Xerox Corp.;Application Software;3008.40488;378247
BLKB;Blackbaud Inc;Application Software;2985.990714;445967
EVH;Evolent Health, Inc.;Application Software;2982.25081;146041
CVLT;COMMVAULT SYSTEMS INC;Application Software;2681.44799;1067483
FOUR;Shift4 Payments, Inc.;Application Software;2661.50881;1248148
MPLN;MultiPlan Corp;Application Software;2556.006024;1291787
EVCM;EverCommerce Inc.;Application Software;2533.671825;1251883
FROG;JFrog Ltd;Application Software;2468.9522;1205634
NTCT;NETSCOUT SYSTEMS INC;Application Software;2462.67492;1234780
PD;PagerDuty, Inc.;Application Software;2456.9814;987612
APPS;Digital Turbine, Inc.;Application Software;2443.59356;826035
EPAY;BOTTOMLINE TECHNOLOGIES INC /DE/;Application Software;2436.83541;989883
CALD;CALLIDUS SOFTWARE INC;Application Software;2392.575084;100006
AI;C3.ai, Inc.;Application Software;2293.08084;1326825
PRGS;PROGRESS SOFTWARE CORP /MA;Application Software;2223.63225;748103
YOU;Clear Secure, Inc.;Application Software;2201.286567;1334838
GLUU;GLU MOBILE INC;Application Software;2185.272775;85988
SDGR;Schrodinger, Inc.;Application Software;2137.703236;1252590
SEMR;SEMrush Holdings, Inc.;Application Software;2035.23606;1291789
MDRX;ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.;Application Software;2024.10914;495816
AMPL;Amplitude, Inc.;Application Software;2019.74484;1307359
IMPV;IMPERVA INC;Application Software;1961.90943;131347
CBLK;Carbon Black, Inc.;Application Software;1912.278836;896985
CSGS;CSG SYSTEMS INTERNATIONAL INC;Application Software;1802.62459;366036
MB;MINDBODY, Inc.;Application Software;1747.131334;698225
APTI;Apptio Inc;Application Software;1712.617447;741619
SWI;SolarWinds, Inc.;Application Software;1635.54934;885119
EVOP;EVO Payments, Inc.;Application Software;1602.912613;977613
IAS;INTEGRAL AD SCIENCE HOLDING CORP.;Application Software;1573.126536;1333933
VRTU;VIRTUSA CORP;Application Software;1557.402811;34429
RAMP;LiveRamp Holdings, Inc.;Application Software;1549.34127;1059127
FSCT;FORESCOUT TECHNOLOGIES, INC;Application Software;1441.151895;897042
FSLY;Fastly, Inc.;Application Software;1440.35496;996256
EVBG;EVERBRIDGE, INC.;Application Software;1439.440698;914618
EIGI;Endurance International Group Holdings, Inc.;Application Software;1344.295302;74731
AGYS;AGILYSYS INC;Application Software;1320.66662;249502
ZUO;ZUORA INC;Application Software;1293.56199;994625
MGNI;MAGNITE, INC.;Application Software;1289.28624;683438
PUBM;PubMatic, Inc.;Application Software;1283.043696;1240866
PRO;PROS Holdings, Inc.;Application Software;1227.32508;969097
HDP;Hortonworks, Inc.;Application Software;1227.035757;670518
NXGN;NEXTGEN HEALTHCARE, INC.;Application Software;1180.08648;497184
MNTV;MOMENTIVE GLOBAL INC.;Application Software;1152.0065;997480
RDWR;RADWARE LTD;Application Software;1078.495169;1242105
DOMO;DOMO, INC.;Application Software;1074.42965;770174
LPSN;LIVEPERSON INC;Application Software;1048.83161;975527
PDFS;PDF SOLUTIONS INC;Application Software;1023.08364;606334
ZETA;Zeta Global Holdings Corp.;Application Software;998.891401;1314576
CRNC;Cerence Inc.;Application Software;870.78295;1171317
FLLC;Fellazo Corp;Application Software;858.3268;667668
SCWX;SecureWorks Corp;Application Software;849.35682;201339
TYPE;Monotype Imaging Holdings Inc.;Application Software;819.163582;344785
PERI;Perion Network Ltd.;Application Software;798.976615;1214252
EB;Eventbrite, Inc.;Application Software;782.38308;909936
EBIX;EBIX INC;Application Software;748.06886;147655
HSTM;Healthstream Inc;Application Software;725.38089;497494
UIS;UNISYS CORP;Application Software;723.4209;717085
MJCO;Majesco;Application Software;693.96024;110826
YEXT;Yext, Inc.;Application Software;676.703324;795507
TWOU;2U, Inc.;Application Software;658.440686;909826
EGHT;8X8 INC /DE/;Application Software;650.08503;36662
AMSWA;AMERICAN SOFTWARE INC;Application Software;637.60515;196458
TIVO;TIVO INC;Application Software;610.440602;176762
APIC;Apigee Corp;Application Software;529.06126;34899
MITK;MITEK SYSTEMS INC;Application Software;507.44804;369106
OSPN;OneSpan Inc.;Application Software;482.68714;147770
CTLP;CANTALOUPE, INC.;Application Software;482.590873;234192
CPSI;Computer Programs & Systems Inc;Application Software;446.22396;497906
DMRC;Digimarc CORP;Application Software;387.06759;110139
UPLD;Upland Software, Inc.;Application Software;372.486594;668870
EXA;EXA CORP;Application Software;363.952159;177765
SCPL;SciPlay Corp;Application Software;330.995;1011098
LLNW;Limelight Networks, Inc.;Application Software;329.69658;1014805
CSLT;CASTLIGHT HEALTH, INC.;Application Software;323.733415;494803
DBD;DIEBOLD NIXDORF, Inc;Application Software;317.898;770497
EGAN;EGAIN Corp;Application Software;296.6992;233349
PRCH;Porch Group, Inc.;Application Software;290.650568;1200989
VERI;Veritone, Inc.;Application Software;289.750625;1017399
TLRA;Telaria, Inc.;Application Software;288.284952;646927
OPRX;OptimizeRx Corp;Application Software;286.3355;654256
SPRT;Support.com, Inc.;Application Software;286.006937;533572
GUID;Guidance Software, Inc.;Application Software;236.35717;132676
LTCH;Latch, Inc.;Application Software;167.403833;1297055
MAMS;MAM SOFTWARE GROUP, INC.;Application Software;153.014673;265007
SNCR;SYNCHRONOSS TECHNOLOGIES INC;Application Software;141.438;747268
PHUN;Phunware, Inc.;Application Software;130.85072;895647
SMSI;SMITH MICRO SOFTWARE INC;Application Software;129.68005;504067
TRHC;Tabula Rasa HealthCare, Inc.;Application Software;123.871783;494892
INOD;INNODATA INC;Application Software;122.24474;1077528
COVS;Covisint Corp;Application Software;100.121448;43077
MXPT;MaxPoint Interactive, Inc.;Application Software;93.681691;146869
ISDR;ISSUER DIRECT CORP;Application Software;85.89336;997171
STRM;STREAMLINE HEALTH SOLUTIONS INC.;Application Software;80.888956;494891
MTBC;MEDICAL TRANSCRIPTION BILLING, CORP;Application Software;58.409533;497698
MFON;MOBIVITY HOLDINGS CORP.;Application Software;55.410695;714287
NTIP;NETWORK 1 TECHNOLOGIES INC;Application Software;54.091656;515715
BOXL;Boxlight Corp;Application Software;50.6814;1017526
ZDGE;Zedge, Inc.;Application Software;47.2131;372279
AWRE;AWARE INC /MA/;Application Software;46.12515;512152
FNJN;FINJAN HOLDINGS, INC.;Application Software;42.662623;679470
BSQR;BSQUARE CORP /WA;Application Software;28.5684;101318
BVSN;BROADVISION INC;Application Software;22.319089;156413
TSRI;TSR INC;Application Software;17.266146;333363
SSNT;SilverSun Technologies, Inc.;Application Software;15.922149;511627
SOFO;SONIC FOUNDRY INC;Application Software;15.371108;374032
PIXY;ShiftPixy, Inc.;Application Software;8.058253;1077532
ANY;Sphere 3D Corp;Application Software;6.608436;1242009
WEWA;WEWARDS, INC.;Application Software;3.224504;667762
DTRM;DETERMINE, INC.;Application Software;2.744179;80268
HMNY;Helios & Matheson Analytics Inc.;Application Software;0;698616
BLK;BlackRock, Inc.;Asset Management;114539.073541;914
BX;Blackstone Group L.P.;Asset Management;76100.187081;498254
BK;Bank of New York Mellon Corp;Asset Management;36504.902928;467599
APO;Apollo Global Management LLC;Asset Management;35514.904;817726
KKR;KKR & Co. Inc.;Asset Management;33349.344943;805180
AMP;AMERIPRISE FINANCIAL INC;Asset Management;32461.438;67872
TROW;T. Rowe Price Group;Asset Management;29718.286;378221
STT;State Street Corp.;Asset Management;27300.04816;378219
NTRS;NORTHERN TRUST CORP;Asset Management;21588.830556;407194
IEP;ICAHN ENTERPRISES L.P.;Asset Management;16790.22;980333
BEN;Franklin Resources;Asset Management;14107.1;378153
IVZ;Invesco Ltd.;Asset Management;8646.11;378170
EV;EATON VANCE CORP;Asset Management;8378.27927;200412
OAK;Oaktree Capital Group, LLC;Asset Management;8249.014702;628032
SEIC;SEI INVESTMENTS CO;Asset Management;8084.37035;341472
VOYA;Voya Financial, Inc.;Asset Management;7088.4;354109
SF;STIFEL FINANCIAL CORP;Asset Management;7076.21421;1059910
AMG;AFFILIATED MANAGERS GROUP, INC.;Asset Management;5580.232;62475
JHG;JANUS HENDERSON GROUP PLC;Asset Management;4334.063;1234774
CNS;COHEN & STEERS INC;Asset Management;3760.42525;820401
MC;Moelis & Co;Asset Management;3157.413752;878834
FHI;FEDERATED INVESTORS INC /PA/;Asset Management;3113.448;821505
APAM;Artisan Partners Asset Management Inc.;Asset Management;2364.908;1299451
STEP;StepStone Group Inc.;Asset Management;1858.781826;1338981
BCOR;BLUCORA, INC.;Asset Management;1083.91796;651518
UUUU;ENERGY FUELS INC;Asset Management;1063.411396;767720
RESI;Altisource Residential Corp;Asset Management;776.63727;137841
RA;RDA Holding Co.;Asset Management;525.988479;774807
CIK;Cr̩dit Suisse Asset Management Income Fund, INC.;Asset Management;352.790004;113301
MN;Manning & Napier, Inc.;Asset Management;236.354182;826501
WHG;WESTWOOD HOLDINGS GROUP INC;Asset Management;114.078884;646168
HNNA;HENNESSY ADVISORS INC;Asset Management;71.737728;366890
AINC;Ashford Inc.;Asset Management;54.61875;819902
AAMC;Altisource Asset Management Corp;Asset Management;43.498486;847094
TSLA;Tesla;Autos;953718.53;56317
TM;TOYOTA MOTOR CORP/;Autos;220725.566796;1217248
VOW.DE;Volkswagen;Autos;102119.431052;858327
DAI.DE;Daimler AG;Autos;73463.06157;825113
F;FORD MOTOR CO;Autos;65637.85;249937
GM;General Motors Co;Autos;56847.42;125620
BMW.DE;BMW Group;Autos;53125.316065;825112
RACE;Ferrari N.V.;Autos;39196.627813;1202766
RIVN;Rivian Automotive, Inc. / DE;Autos;34712.84;1329539
CPRT;COPART INC;Autos;31686.50012;287342
LCID;Lucid Group, Inc.;Autos;31599.92118;1291785
APTV;Aptiv PLC;Autos;29279.4051;378125
STLA;Stellantis N.V.;Autos;24051.88128;1239536
KMX;CARMAX INC;Autos;16706.25756;327637
CSL;Carlisle Companies Inc;Autos;16505.357;446361
LKQ;LKQ CORP;Autos;15845.634;124743
CON.DE;Continental AG;Autos;13673.295432;854464
BWA;BORGWARNER INC;Autos;9533.948381;70746
LEA;LEAR CORP;Autos;9030.683397;610198
AN;AUTONATION, INC.;Autos;8227.629;66437
LAD;LITHIA MOTORS INC;Autos;7891.792;1050282
ALV;AUTOLIV INC;Autos;7470.952;104657
PII;POLARIS INDUSTRIES INC/MN;Autos;7337.151;104458
WBC;WABCO Holdings Inc.;Autos;7010.707689;102132
GNTX;GENTEX CORP;Autos;6806.013873;327200
HOG;Harley-Davidson;Autos;6204.94365;378159
DRVN;Driven Brands Holdings Inc.;Autos;5261.08192;1340510
THO;THOR INDUSTRIES INC;Autos;5214.456629;43246
IAA;IAA, Inc.;Autos;5184.608;968230
GT;Goodyear Tire & Rubber;Autos;4399.16;378156
ABG;ASBURY AUTOMOTIVE GROUP INC;Autos;4388.397;545489
ALSN;Allison Transmission Holdings Inc;Autos;3826.9;445706
ADNT;Adient plc;Autos;3642.714;675558
DORM;Dorman Products, Inc.;Autos;3367.71008;742104
RUSHA;RUSH ENTERPRISES INC TX;Autos;2936.6792;909600
NKLA;Nikola Corp;Autos;2934.731398;996264
DAN;DANA INC;Autos;2588.37;980331
MTOR;MERITOR INC;Autos;2580.55;772948
XPEL;XPEL, Inc.;Autos;2385.21094;969955
SAH;SONIC AUTOMOTIVE INC;Autos;2153.32;904847
WGO;WINNEBAGO INDUSTRIES INC;Autos;2150.95349;670940
MNRO;MONRO, INC.;Autos;1794.01914;989056
TEN;TENNECO INC;Autos;1602.800326;534666
CWH;Camping World Holdings, Inc.;Autos;1523.06264;744377
DLPH;Delphi Technologies PLC;Autos;1469.672422;928642
CARS;Cars.com Inc.;Autos;975.6354;650652
GOEV;Canoo Inc.;Autos;961.37712;1104613
SMP;STANDARD MOTOR PRODUCTS INC;Autos;905.734273;126577
TOWR;Tower International, Inc.;Autos;641.404632;625334
RIDE;Lordstown Motors Corp.;Autos;552.25775;998523
MCFT;MCBC Holdings, Inc.;Autos;501.304386;208137
VOXX;VOXX International Corp;Autos;241.927494;672273
ACAT;ARCTIC CAT INC;Autos;241.643633;33956
CVGI;Commercial Vehicle Group, Inc.;Autos;238.87617;773452
CPS;Cooper-Standard Holdings Inc.;Autos;187.017713;530203
SUP;SUPERIOR INDUSTRIES INTERNATIONAL INC;Autos;151.51878;826868
STRT;STRATTEC SECURITY CORP;Autos;127.93655;202406
CMT;CORE MOLDING TECHNOLOGIES INC;Autos;109.22028;776098
SORL;SORL Auto Parts Inc;Autos;90.926178;543973
ADOM;Envirotech Vehicles, Inc.;Autos;82.408929;807727
JPM;JPMORGAN CHASE & CO;Banks;366216.786;243510
BAC;BANK OF AMERICA CORP /DE/;Banks;298132.352;71941
WFC;WELLS FARGO & COMPANY/MN;Banks;176460.466;58953
MS;MORGAN STANLEY;Banks;156461.28;86439
GS;GOLDMAN SACHS GROUP INC;Banks;126014.35;60439
C;CITIGROUP INC;Banks;105190.47;89126
USB;U.S. Bancorp;Banks;73259.8;378231
PNC;PNC FINANCIAL SERVICES GROUP, INC.;Banks;72466.56;348075
TFC;TRUIST FINANCIAL CORP;Banks;69181.6216;245217
STI;SUNTRUST BANKS INC;Banks;31140.520361;335922
